kernel,c,gamma,train_acc,train_prec,train_recall,train_f1,test_acc,test_prec,test_recall,test_f1,ext_acc,ext_prec,ext_recall,ext_f1
rbf,0.01,0.01,0.6701570680628273,0.6457399103139013,0.7539267015706806,0.6956521739130435,0.6052631578947368,0.3125,0.9523809523809523,0.47058823529411764,0.7017543859649122,0.30952380952380953,0.7222222222222222,0.43333333333333335
rbf,0.01,0.1,0.6884816753926701,0.6714285714285714,0.7382198952879581,0.7032418952618454,0.7280701754385965,0.3958333333333333,0.9047619047619048,0.5507246376811594,0.7543859649122807,0.35294117647058826,0.6666666666666666,0.46153846153846156
rbf,0.01,1.0,0.6544502617801047,0.7006802721088435,0.5392670157068062,0.6094674556213018,0.8596491228070176,0.6086956521739131,0.6666666666666666,0.6363636363636364,0.8157894736842105,0.4117647058823529,0.3888888888888889,0.4
rbf,0.01,10.0,0.5235602094240838,0.550561797752809,0.25654450261780104,0.35,0.8245614035087719,1.0,0.047619047619047616,0.09090909090909091,0.8508771929824561,1.0,0.05555555555555555,0.10526315789473684
rbf,0.1,1e-06,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,0.1,1e-05,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,0.1,0.0001,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,0.1,0.001,0.6727748691099477,0.65,0.7486910994764397,0.6958637469586375,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,0.1,0.01,0.7931937172774869,0.7522522522522522,0.8743455497382199,0.8087167070217918,0.631578947368421,0.3220338983050847,0.9047619047619048,0.475,0.7280701754385965,0.32432432432432434,0.6666666666666666,0.43636363636363634
rbf,0.1,0.1,0.8298429319371727,0.7916666666666666,0.8952879581151832,0.8402948402948403,0.8070175438596491,0.4878048780487805,0.9523809523809523,0.6451612903225806,0.7807017543859649,0.4,0.7777777777777778,0.5283018867924528
rbf,0.1,1.0,0.7801047120418848,0.8848920863309353,0.643979057591623,0.7454545454545455,0.8859649122807017,0.6538461538461539,0.8095238095238095,0.723404255319149,0.8508771929824561,0.52,0.7222222222222222,0.6046511627906976
rbf,0.1,10.0,0.5235602094240838,0.550561797752809,0.25654450261780104,0.35,0.8245614035087719,1.0,0.047619047619047616,0.09090909090909091,0.8508771929824561,1.0,0.05555555555555555,0.10526315789473684
rbf,1.0,1e-06,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,1.0,1e-05,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,1.0,0.0001,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,1.0,0.001,0.7931937172774869,0.7522522522522522,0.8743455497382199,0.8087167070217918,0.631578947368421,0.3220338983050847,0.9047619047619048,0.475,0.7192982456140351,0.3055555555555556,0.6111111111111112,0.4074074074074074
rbf,1.0,0.01,0.8141361256544503,0.7752293577981652,0.8848167539267016,0.8264058679706602,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7543859649122807,0.35294117647058826,0.6666666666666666,0.46153846153846156
rbf,1.0,0.1,0.8638743455497382,0.8144796380090498,0.9424083769633508,0.8737864077669902,0.8333333333333334,0.525,1.0,0.6885245901639344,0.7719298245614035,0.40476190476190477,0.9444444444444444,0.5666666666666667
rbf,1.0,1.0,0.8638743455497382,0.8423645320197044,0.8952879581151832,0.868020304568528,0.8245614035087719,0.5128205128205128,0.9523809523809523,0.6666666666666666,0.8245614035087719,0.47058823529411764,0.8888888888888888,0.6153846153846154
rbf,1.0,10.0,0.7094240837696335,0.8636363636363636,0.4973821989528796,0.6312292358803987,0.868421052631579,0.6363636363636364,0.6666666666666666,0.6511627906976745,0.8947368421052632,0.6875,0.6111111111111112,0.6470588235294118
rbf,10.0,1e-06,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,10.0,1e-05,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,10.0,0.0001,0.7931937172774869,0.7522522522522522,0.8743455497382199,0.8087167070217918,0.631578947368421,0.3220338983050847,0.9047619047619048,0.475,0.7192982456140351,0.3055555555555556,0.6111111111111112,0.4074074074074074
rbf,10.0,0.001,0.8036649214659686,0.7710280373831776,0.8638743455497382,0.8148148148148148,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7631578947368421,0.36363636363636365,0.6666666666666666,0.47058823529411764
rbf,10.0,0.01,0.837696335078534,0.7892376681614349,0.9214659685863874,0.8502415458937198,0.8421052631578947,0.5384615384615384,1.0,0.7,0.7807017543859649,0.4186046511627907,1.0,0.5901639344262295
rbf,10.0,0.1,0.856020942408377,0.8148148148148148,0.9214659685863874,0.8648648648648649,0.8596491228070176,0.5675675675675675,1.0,0.7241379310344828,0.7894736842105263,0.42857142857142855,1.0,0.6
rbf,10.0,1.0,0.8429319371727748,0.8291457286432161,0.8638743455497382,0.8461538461538461,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.868421052631579,0.5517241379310345,0.8888888888888888,0.6808510638297872
rbf,10.0,10.0,0.7225130890052356,0.8632478632478633,0.5287958115183246,0.6558441558441559,0.868421052631579,0.6363636363636364,0.6666666666666666,0.6511627906976745,0.9035087719298246,0.7058823529411765,0.6666666666666666,0.6857142857142857
rbf,100.0,1e-06,0.6701570680628273,0.6470588235294118,0.7486910994764397,0.6941747572815534,0.6403508771929824,0.3333333333333333,0.9523809523809523,0.49382716049382713,0.7105263157894737,0.2972972972972973,0.6111111111111112,0.4
rbf,100.0,1e-05,0.7931937172774869,0.7522522522522522,0.8743455497382199,0.8087167070217918,0.631578947368421,0.3220338983050847,0.9047619047619048,0.475,0.7192982456140351,0.3055555555555556,0.6111111111111112,0.4074074074074074
rbf,100.0,0.0001,0.8036649214659686,0.7710280373831776,0.8638743455497382,0.8148148148148148,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7631578947368421,0.36363636363636365,0.6666666666666666,0.47058823529411764
rbf,100.0,0.001,0.8167539267015707,0.7737556561085973,0.8952879581151832,0.8300970873786407,0.7982456140350878,0.47368421052631576,0.8571428571428571,0.6101694915254238,0.8333333333333334,0.48484848484848486,0.8888888888888888,0.6274509803921569
rbf,100.0,0.01,0.856020942408377,0.8119266055045872,0.9267015706806283,0.8655256723716381,0.8596491228070176,0.5675675675675675,1.0,0.7241379310344828,0.7807017543859649,0.4146341463414634,0.9444444444444444,0.576271186440678
rbf,100.0,0.1,0.8743455497382199,0.8629441624365483,0.8900523560209425,0.8762886597938144,0.8596491228070176,0.5675675675675675,1.0,0.7241379310344828,0.8157894736842105,0.45714285714285713,0.8888888888888888,0.6037735849056604
rbf,100.0,1.0,0.8167539267015707,0.8040201005025126,0.837696335078534,0.8205128205128205,0.7719298245614035,0.4358974358974359,0.8095238095238095,0.5666666666666667,0.8947368421052632,0.625,0.8333333333333334,0.7142857142857143
rbf,100.0,10.0,0.7225130890052356,0.8632478632478633,0.5287958115183246,0.6558441558441559,0.868421052631579,0.6363636363636364,0.6666666666666666,0.6511627906976745,0.9035087719298246,0.7058823529411765,0.6666666666666666,0.6857142857142857
rbf,1000.0,1e-06,0.7931937172774869,0.7522522522522522,0.8743455497382199,0.8087167070217918,0.631578947368421,0.3220338983050847,0.9047619047619048,0.475,0.7192982456140351,0.3055555555555556,0.6111111111111112,0.4074074074074074
rbf,1000.0,1e-05,0.8036649214659686,0.7710280373831776,0.8638743455497382,0.8148148148148148,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7631578947368421,0.36363636363636365,0.6666666666666666,0.47058823529411764
rbf,1000.0,0.0001,0.8167539267015707,0.7737556561085973,0.8952879581151832,0.8300970873786407,0.7982456140350878,0.47368421052631576,0.8571428571428571,0.6101694915254238,0.8333333333333334,0.4838709677419355,0.8333333333333334,0.6122448979591837
rbf,1000.0,0.001,0.8429319371727748,0.8018433179723502,0.9109947643979057,0.8529411764705882,0.8421052631578947,0.5405405405405406,0.9523809523809523,0.6896551724137931,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
rbf,1000.0,0.01,0.8455497382198953,0.8113207547169812,0.900523560209424,0.8535980148883374,0.8596491228070176,0.5675675675675675,1.0,0.7241379310344828,0.7894736842105263,0.425,0.9444444444444444,0.5862068965517241
rbf,1000.0,0.1,0.8743455497382199,0.8666666666666667,0.8848167539267016,0.8756476683937824,0.8157894736842105,0.5,0.9523809523809523,0.6557377049180327,0.8596491228070176,0.5333333333333333,0.8888888888888888,0.6666666666666666
rbf,1000.0,1.0,0.8167539267015707,0.8040201005025126,0.837696335078534,0.8205128205128205,0.7719298245614035,0.4358974358974359,0.8095238095238095,0.5666666666666667,0.8947368421052632,0.625,0.8333333333333334,0.7142857142857143
rbf,1000.0,10.0,0.7225130890052356,0.8632478632478633,0.5287958115183246,0.6558441558441559,0.868421052631579,0.6363636363636364,0.6666666666666666,0.6511627906976745,0.9035087719298246,0.7058823529411765,0.6666666666666666,0.6857142857142857
linear,0.001,1e-06,0.7539267015706806,0.6872586872586872,0.9319371727748691,0.7911111111111111,0.5526315789473685,0.2916666666666667,1.0,0.45161290322580644,0.631578947368421,0.2777777777777778,0.8333333333333334,0.4166666666666667
linear,0.001,1e-05,0.7539267015706806,0.6872586872586872,0.9319371727748691,0.7911111111111111,0.5526315789473685,0.2916666666666667,1.0,0.45161290322580644,0.631578947368421,0.2777777777777778,0.8333333333333334,0.4166666666666667
linear,0.001,0.0001,0.7539267015706806,0.6872586872586872,0.9319371727748691,0.7911111111111111,0.5526315789473685,0.2916666666666667,1.0,0.45161290322580644,0.631578947368421,0.2777777777777778,0.8333333333333334,0.4166666666666667
linear,0.001,0.001,0.7539267015706806,0.6872586872586872,0.9319371727748691,0.7911111111111111,0.5526315789473685,0.2916666666666667,1.0,0.45161290322580644,0.631578947368421,0.2777777777777778,0.8333333333333334,0.4166666666666667
linear,0.001,0.01,0.7539267015706806,0.6872586872586872,0.9319371727748691,0.7911111111111111,0.5526315789473685,0.2916666666666667,1.0,0.45161290322580644,0.631578947368421,0.2777777777777778,0.8333333333333334,0.4166666666666667
linear,0.001,0.1,0.7539267015706806,0.6872586872586872,0.9319371727748691,0.7911111111111111,0.5526315789473685,0.2916666666666667,1.0,0.45161290322580644,0.631578947368421,0.2777777777777778,0.8333333333333334,0.4166666666666667
linear,0.001,1.0,0.7539267015706806,0.6872586872586872,0.9319371727748691,0.7911111111111111,0.5526315789473685,0.2916666666666667,1.0,0.45161290322580644,0.631578947368421,0.2777777777777778,0.8333333333333334,0.4166666666666667
linear,0.001,10.0,0.7539267015706806,0.6872586872586872,0.9319371727748691,0.7911111111111111,0.5526315789473685,0.2916666666666667,1.0,0.45161290322580644,0.631578947368421,0.2777777777777778,0.8333333333333334,0.4166666666666667
linear,0.01,1e-06,0.7984293193717278,0.7638888888888888,0.8638743455497382,0.8108108108108109,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7456140350877193,0.3333333333333333,0.6111111111111112,0.43137254901960786
linear,0.01,1e-05,0.7984293193717278,0.7638888888888888,0.8638743455497382,0.8108108108108109,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7456140350877193,0.3333333333333333,0.6111111111111112,0.43137254901960786
linear,0.01,0.0001,0.7984293193717278,0.7638888888888888,0.8638743455497382,0.8108108108108109,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7456140350877193,0.3333333333333333,0.6111111111111112,0.43137254901960786
linear,0.01,0.001,0.7984293193717278,0.7638888888888888,0.8638743455497382,0.8108108108108109,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7456140350877193,0.3333333333333333,0.6111111111111112,0.43137254901960786
linear,0.01,0.01,0.7984293193717278,0.7638888888888888,0.8638743455497382,0.8108108108108109,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7456140350877193,0.3333333333333333,0.6111111111111112,0.43137254901960786
linear,0.01,0.1,0.7984293193717278,0.7638888888888888,0.8638743455497382,0.8108108108108109,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7456140350877193,0.3333333333333333,0.6111111111111112,0.43137254901960786
linear,0.01,1.0,0.7984293193717278,0.7638888888888888,0.8638743455497382,0.8108108108108109,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7456140350877193,0.3333333333333333,0.6111111111111112,0.43137254901960786
linear,0.01,10.0,0.7984293193717278,0.7638888888888888,0.8638743455497382,0.8108108108108109,0.7894736842105263,0.46511627906976744,0.9523809523809523,0.625,0.7456140350877193,0.3333333333333333,0.6111111111111112,0.43137254901960786
linear,0.1,1e-06,0.8141361256544503,0.7702702702702703,0.8952879581151832,0.8280871670702179,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.8157894736842105,0.45454545454545453,0.8333333333333334,0.5882352941176471
linear,0.1,1e-05,0.8141361256544503,0.7702702702702703,0.8952879581151832,0.8280871670702179,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.8157894736842105,0.45454545454545453,0.8333333333333334,0.5882352941176471
linear,0.1,0.0001,0.8141361256544503,0.7702702702702703,0.8952879581151832,0.8280871670702179,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.8157894736842105,0.45454545454545453,0.8333333333333334,0.5882352941176471
linear,0.1,0.001,0.8141361256544503,0.7702702702702703,0.8952879581151832,0.8280871670702179,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.8157894736842105,0.45454545454545453,0.8333333333333334,0.5882352941176471
linear,0.1,0.01,0.8141361256544503,0.7702702702702703,0.8952879581151832,0.8280871670702179,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.8157894736842105,0.45454545454545453,0.8333333333333334,0.5882352941176471
linear,0.1,0.1,0.8141361256544503,0.7702702702702703,0.8952879581151832,0.8280871670702179,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.8157894736842105,0.45454545454545453,0.8333333333333334,0.5882352941176471
linear,0.1,1.0,0.8141361256544503,0.7702702702702703,0.8952879581151832,0.8280871670702179,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.8157894736842105,0.45454545454545453,0.8333333333333334,0.5882352941176471
linear,0.1,10.0,0.8141361256544503,0.7702702702702703,0.8952879581151832,0.8280871670702179,0.8070175438596491,0.48717948717948717,0.9047619047619048,0.6333333333333333,0.8157894736842105,0.45454545454545453,0.8333333333333334,0.5882352941176471
linear,1.0,1e-06,0.824607329842932,0.7818181818181819,0.900523560209424,0.8369829683698297,0.8245614035087719,0.5135135135135135,0.9047619047619048,0.6551724137931034,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1.0,1e-05,0.824607329842932,0.7818181818181819,0.900523560209424,0.8369829683698297,0.8245614035087719,0.5135135135135135,0.9047619047619048,0.6551724137931034,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1.0,0.0001,0.824607329842932,0.7818181818181819,0.900523560209424,0.8369829683698297,0.8245614035087719,0.5135135135135135,0.9047619047619048,0.6551724137931034,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1.0,0.001,0.824607329842932,0.7818181818181819,0.900523560209424,0.8369829683698297,0.8245614035087719,0.5135135135135135,0.9047619047619048,0.6551724137931034,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1.0,0.01,0.824607329842932,0.7818181818181819,0.900523560209424,0.8369829683698297,0.8245614035087719,0.5135135135135135,0.9047619047619048,0.6551724137931034,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1.0,0.1,0.824607329842932,0.7818181818181819,0.900523560209424,0.8369829683698297,0.8245614035087719,0.5135135135135135,0.9047619047619048,0.6551724137931034,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1.0,1.0,0.824607329842932,0.7818181818181819,0.900523560209424,0.8369829683698297,0.8245614035087719,0.5135135135135135,0.9047619047619048,0.6551724137931034,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1.0,10.0,0.824607329842932,0.7818181818181819,0.900523560209424,0.8369829683698297,0.8245614035087719,0.5135135135135135,0.9047619047619048,0.6551724137931034,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,10.0,1e-06,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,10.0,1e-05,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,10.0,0.0001,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,10.0,0.001,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,10.0,0.01,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,10.0,0.1,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,10.0,1.0,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,10.0,10.0,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,100.0,1e-06,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,100.0,1e-05,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,100.0,0.0001,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,100.0,0.001,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,100.0,0.01,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,100.0,0.1,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,100.0,1.0,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,100.0,10.0,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1000.0,1e-06,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1000.0,1e-05,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1000.0,0.0001,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1000.0,0.001,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1000.0,0.01,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1000.0,0.1,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1000.0,1.0,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
linear,1000.0,10.0,0.824607329842932,0.7844036697247706,0.8952879581151832,0.8361858190709046,0.8157894736842105,0.5,0.9047619047619048,0.6440677966101694,0.8508771929824561,0.5151515151515151,0.9444444444444444,0.6666666666666666
