spatial_id,Mental Health Score,Mental Health Binary,Unemployment Rate,High Education Rate,Average Income,Median Age,Recent Immigrant Rate,Rented Rate,Visible Minority Rate,Visible Minority Binary,Work Stress Score,Work Stress binary,Rate of Regular alcohol,Active transportation,Rate of Active population,Rate of Daily Smokers,Total Population,Food Insecurity score,Food Insecurity binary,Diabetes Type 2 rate,Diabetes,Overweight,Obese,Residential Instability,Material Deprivation,Ethnic Concentration,Residential Instability quintiles,Material Deprivation quintiles,Ethnic Concentration quintiles
5350402.06,3.561440382,1,7.4,48.9899,116598.3406,46.7,6.4825,43.6838,54.8747,1,2.807331586,1,47.5623,47.4986,48.0924,11.0669,6185,1.150572136,1,11.8107,1,29.317,20.0229,0.583189582,0.258232062,1.268114043,4,4,4
5350402.07,3.592429997,1,7.2,49.3482,134863.1591,48.7,5.4528,12.192,58.3689,1,2.756855775,0,48.9187,35.9146,44.3943,6.5275,2109,1.027134547,0,17.068,1,34.1536,14.4161,-0.543453729,-0.393274819,0.621849774,2,2,4
5350402.08,3.624615642,1,9.5,62.3952,138972.195,54.2,4.1276,11.1729,66.1695,1,2.718808141,0,51.5365,35.5341,41.057,7.7114,6370,1.016921414,0,21.887,1,43.2157,9.9163,-0.255893564,-0.60384951,0.732564806,3,2,4
5350402.09,3.539145054,1,4.2,53.3511,132596.171,48.6,5.3852,35.5184,42.4274,1,2.885366185,1,46.7855,43.1642,47.8092,5.9204,3790,1.055915345,0,15.4025,1,32.301,17.8974,0.148463706,-0.153871779,0.380495077,3,3,3
5350402.1,3.798878957,0,8.7,58.3717,125107.5882,42.8,4.9311,13.0674,65.403,1,2.792223372,0,51.2464,46.0088,50.2568,5.2739,3772,1.059086436,0,10.1644,0,31.022,14.523,-0.048543129,-0.579525389,0.847431475,3,2,4
5350402.12,4.054073688,0,7.1,54.8712,79805.3941,42.2,16.9376,24.8961,92.9234,1,2.934396178,1,71.3797,52.0127,56.5612,5.1181,6896,1.040582618,0,3.273,0,36.9312,13.3469,1.562699776,-0.274052017,1.614714924,5,3,5
5350402.13,3.64691496,1,6.9,68.607,197599.9068,52.6,4.4931,3.2615,69.7206,1,2.809239627,1,50.9594,37.7004,43.5616,4.6394,5119,1.015485197,0,23.8396,1,32.7674,13.3904,-1.054958426,-0.966855594,0.596559816,1,1,4
5350403.01,3.69414328,1,6.5,52.0965,186977.2743,46,9.5404,13.2515,85.7914,1,2.920807659,1,47.803,42.5692,47.4289,5.3828,8333,1.053952481,0,11.1813,1,31.6434,17.2363,-0.881113775,-0.12726254,1.149742004,1,3,4
5350403.04,3.695611325,1,8.8,57.0795,142726.6425,41.8,4.42,4.4084,95.2883,1,2.780874738,0,46.5911,43.1833,46.705,5.0381,4457,1.017890736,0,8.6135,0,41.7328,15.6531,-1.091459615,-0.575470246,1.713255456,1,2,5
5350403.05,3.800247449,0,5.2,64.0608,211220.3846,40.6,15.7416,7.0851,77.8367,1,2.844357644,1,44.8366,51.5049,54.7822,3.5128,5279,1.018049235,0,5.7962,0,31.9748,16.3864,-0.657072188,-0.589289613,1.271316186,2,2,4
5350403.07,3.755572348,0,8,50.93,123129.0544,37.6,9.7978,7.4055,95.007,1,2.740242029,0,51.155,44.819,47.5379,6.1092,12918,1.01998715,0,6.8178,0,41.8746,16.685,-1.036538324,-0.038170039,1.995141338,1,3,5
5350403.09,3.690847928,1,8.9,49.5551,128473.4327,42.5,6.0863,4.68,97.0792,1,2.776201226,0,45.5966,39.9063,41.8398,5.8492,5204,1.028997298,0,9.483,0,37.7363,12.9576,-1.020414814,-0.163915557,1.834660571,1,3,5
5350403.1,3.741366101,0,8,49.9405,133514.8001,40.1,11.8866,14.8588,94.3968,1,2.716526135,0,44.7449,44.6372,44.5471,6.6959,6175,1.019692927,0,8.2347,0,42.8721,13.7084,-0.885641823,-0.079565517,1.669364137,1,3,5
5350403.11,3.816977298,0,6.6,46.2598,125871.1488,38.1,7.3133,4.6321,95.7399,1,2.756565632,0,50.0566,48.2463,46.8906,6.8193,11103,1.016042405,0,4.155,0,45.306,12.9172,-1.305584258,-0.002550057,1.843012572,1,3,5
5350403.12,3.879228957,0,7.1,52.1308,143439.0971,36.9,6.1276,3.2829,89.7591,1,2.757917687,0,51.6574,49.8909,49.7921,6.2887,9921,1.013700195,0,3.9522,0,47.423,13.7796,-1.375951669,-0.426454683,1.418717548,1,2,5
5350403.13,3.73927311,0,4.6,48.6791,126103.3641,44.9,5.2672,7.9121,75.7469,1,2.73918162,0,52.6856,45.1733,46.7465,6.4092,6527,1.025047058,0,8.8263,0,44.2964,14.7715,-0.511804095,-0.506529042,1.390312044,2,2,5
5350403.14,3.759903459,0,7.6,47.8675,131619.6876,38.2,9.5538,10.9508,93.5951,1,2.728565498,0,47.9109,45.844,46.4496,6.6818,10851,1.027429051,0,5.292,0,42.6671,13.0663,-0.611559065,-0.220756375,1.790585433,2,3,5
5350403.15,3.818194637,0,4.5,56.09,146863.8018,38.2,13.4562,10.0356,93.0401,1,2.828259438,1,55.9847,47.8668,55.8146,5.2563,13664,1.017270266,0,5.9609,0,45.0488,18.1177,-1.012499215,-0.577779616,1.381213475,1,2,5
5350403.16,3.731855531,0,5.7,44.9091,125604.8487,39.3,13.6703,21.7254,77.741,1,2.765400231,0,52.6387,44.7524,52.5684,6.582,4834,1.02185776,0,6.6344,0,43.3234,18.5907,-0.772031695,-0.145636223,1.13019995,1,3,4
5350410.02,3.728619114,0,7,45.8708,117509.9753,48.7,5.4681,8.9322,61.4295,1,2.755628631,0,45.6256,43.1826,47.43,6.1846,4589,1.056512824,0,9.9521,0,30.8701,11.8589,-0.568373888,-0.462817334,0.965912293,2,2,4
5350410.03,3.728581339,0,8,63.7161,207772.4838,44.6,6.8721,14.1128,33.2592,1,2.943383418,1,50.21,45.1158,48.7231,4.3378,7649,1.041233015,0,14.3613,1,34.3875,15.2182,-0.45898962,-0.661839114,0.272857424,2,2,3
5350410.04,3.641812811,1,6.3,57.3297,144621.405,44.7,2.5769,15.3469,22.1141,0,2.905042024,1,49.1158,41.3292,47.5225,4.7672,3803,1.03277867,0,15.0316,1,36.1586,16.7203,-0.910775328,-0.486857984,0.049880067,1,2,3
5350410.05,3.783590488,0,7.8,62.4637,273754.6991,43.7,7.1645,4.0933,25.3057,1,3.044165603,1,45.0357,45.0082,49.789,3.8913,6951,1.048938736,0,11.7718,1,27.7397,17.3856,-0.826159618,-0.958391354,0.187084325,1,1,3
5350410.07,3.648560325,1,2.1,58.7245,164140.0071,46.9,3.531,7.1033,50.4313,1,2.845819825,1,51.5838,41.4094,46.5514,7.5367,3710,1.038187854,0,13.7169,1,36.1468,13.1463,-1.067608924,-0.610563771,0.784452807,1,2,4
5350410.09,3.67297558,1,11.7,55.4068,102551.4394,52.5,12.025,18.7554,54.2827,1,2.799828404,0,51.9048,46.7215,41.4068,6.7874,5779,1.035027654,0,9.6715,0,38.366,14.6736,0.626906279,-0.400007845,0.784547164,4,2,4
5350410.1,3.612087274,1,8,58.6836,138633.7427,56.5,3.9822,11.1045,35.3715,1,2.706926266,0,52.1038,39.8958,37.1124,7.8126,4105,1.017942015,0,13.2125,1,43.7884,12.0207,0.089980299,-0.488775826,0.243210035,3,2,3
5350410.11,3.721866057,0,7.7,52.6423,212304.7791,33.6,4.9225,28.2609,18.4822,0,2.959498961,1,41.7706,45.8348,49.8378,6.0648,4388,1.088280444,0,7.7894,0,27.8399,17.5023,-0.948903336,0.038192752,-0.061415019,1,4,2
5350410.12,3.723559357,0,7.6,53.7881,80749.1645,51.3,13.8716,33.6821,31.1286,1,2.956230059,1,60.1709,48.7265,45.844,7.4264,7514,1.031253108,0,7.4138,0,39.5372,18.5647,1.760868686,-0.111194175,0.544368865,5,3,4
5350410.13,3.805423344,0,8.7,59.6209,249950.595,43.8,6.672,2.8717,22.9867,0,3.068957518,1,43.9489,42.8026,48.7261,3.4076,7500,1.05866145,0,10.8127,1,27.6254,16.4676,-0.893133179,-0.928585307,0.175295726,1,1,3
5350410.14,3.653300001,1,7.4,54.2196,152845.436,45.5,5.4738,7.0878,41.196,1,2.84106516,1,50.5608,41.1933,47.7449,8.032,6321,1.034644775,0,12.2815,1,36.8572,12.2164,-0.907080921,-0.664546058,0.382187823,1,2,3
5350410.15,3.45942839,1,4.6,37.8296,110084.3982,50.8,1.4778,32.1252,53.4756,1,2.814687369,1,41.2142,36.8285,40.8577,7.3989,1827,1.119118054,0,10.5773,1,28.0608,18.4217,-0.642873122,0.131038593,0.734497619,2,4,4
5350411.01,3.619333593,1,8.6,43.9948,121011.0709,47.5,6.3087,18.1588,62.4478,1,2.776834654,0,45.5159,40.9101,46.027,6.833,5744,1.081288271,0,8.8229,0,27.6003,12.8401,-0.103090453,-0.216506674,0.893787034,3,3,4
5350411.04,3.677781209,1,5.6,29.1512,141384.7873,49.4,4.0712,11.5364,31.181,1,2.808736814,1,48.796,39.013,49.0662,5.9522,5885,1.063896421,0,7.4481,0,31.9679,15.2157,-0.627446461,-0.43031864,0.168117075,2,2,3
5350411.07,3.780590367,0,6.4,36.8297,169077.8539,46,4.8083,6.4649,14.0976,0,2.781240749,0,50.2792,45.6709,54.3557,6.4544,4632,1.04459929,0,5.3162,0,29.8917,16.6449,-0.635232068,-0.685763621,0.289427833,2,2,3
5350411.08,3.908068042,0,7.7,40.6135,119739.353,40.4,25.0996,28.2835,48.8125,1,2.961928534,1,58.7038,52.4632,56.5703,7.4129,4042,1.047443913,0,3.6781,0,30.8465,13.8088,2.001281174,-0.679318003,1.599016195,5,2,5
5350411.09,3.773089135,0,6,50.7158,140707.4922,40.1,4.5938,7.7963,47.8815,1,2.841915049,1,54.0679,44.3674,47.3539,9.1376,6514,1.018016067,0,10.3595,0,42.021,17.4368,-0.970472651,-0.54688708,0.65283524,1,2,4
5350411.12,3.867254334,0,7.4,32.6562,147210.8367,38.3,5.1221,5.5791,46.0437,1,2.825042196,1,47.4951,44.7868,53.3762,4.7255,5864,1.049024071,0,3.3642,0,34.8889,15.3741,-0.986544307,-0.420202551,0.729119572,1,2,4
5350411.15,3.674181661,1,6.7,33.3604,129295.9269,42.4,4.5063,7.2066,45.1321,1,2.839815159,1,42.6238,39.3546,47.1181,7.6266,4427,1.065353348,0,9.2817,0,29.034,16.9756,-0.567087944,-0.280186214,0.514937048,2,3,4
5350411.16,3.834314133,0,6.5,41.143,216954.8002,41,10.995,8.0332,42.5208,1,2.943317525,1,59.0851,44.6601,51.2521,4.8602,7561,1.028387763,0,4.2849,0,46.1566,13.5592,-0.570514992,-0.643424064,0.503009017,2,2,4
5350411.17,3.826391975,0,7.6,60.8685,187400.2207,38.3,4.8343,1.8408,57.958,1,2.785170417,0,53.1831,45.9924,51.7664,5.459,7659,1.013467531,0,9.3103,0,49.3737,14.654,-1.126303338,-0.818719896,1.146133481,1,1,4
5350411.18,3.785166679,0,4.9,54.5788,155697.6179,36.6,5.0672,9.3956,61.7765,1,2.748470615,0,50.701,46.2666,48.1016,5.7655,11472,1.013878576,0,9.4476,0,49.9431,13.5428,-1.312004612,-0.65956311,1.122021751,1,2,4
5350411.19,3.855785256,0,4.3,63.317,167033.6654,36.5,5.958,12.3386,40.2653,1,2.816109908,1,56.4326,46.6255,51.9209,5.5466,9045,1.012513817,0,8.9577,0,51.8695,13.3446,-0.936684432,-0.702161352,0.686167362,1,2,4
5350411.21,3.822072351,0,5,36.4512,122990.2214,35.6,2.3596,6.1194,72.3439,1,2.685921501,0,39.9826,42.3336,44.9085,6.761,2466,1.026675719,0,7.8232,0,37.1782,12.7592,-1.165975713,0.066917761,1.57363511,1,4,5
5350411.22,3.76071534,0,6.7,35.2428,140405.7353,38.6,4.5936,12.7956,48.1129,1,2.780097024,0,54.0583,42.9386,55.1554,5.3328,5670,1.056065226,0,3.9364,0,34.0379,13.363,-0.851948499,-0.243759054,1.002613678,1,3,4
5350411.23,3.704954552,1,8.5,36.6165,98303.9853,44.4,2.8707,21.3371,41.1278,1,3.021331578,1,57.2499,51.0288,53.8511,5.4182,4717,1.085878076,0,5.7247,0,32.9276,16.8044,0.846399757,-0.379244139,0.397504804,4,3,3
5350411.24,3.884490857,0,9.7,35.6284,112441.5209,33.7,6.7743,22.3416,82.4997,1,2.707284403,0,40.5187,50.2945,45.9043,5.0182,7617,1.080584266,0,3.5442,0,32.8909,14.5147,-1.164999784,0.662836557,2.129507917,1,5,5
5350411.25,3.815606151,0,7.8,33.6957,130373.7612,37.6,7.736,7.2654,71.0235,1,2.740725194,0,47.5577,43.6565,46.09,5.3043,3703,1.027792666,0,6.8126,0,42.1668,12.8666,-1.165298302,0.211927139,1.494166644,1,4,5
5350411.26,3.855367646,0,5.9,37.6399,137950.408,36.1,4.8453,4.2033,48.7216,1,2.851203873,1,55.0415,45.6252,49.3953,6.3717,5593,1.034834929,0,2.5378,0,42.5372,16.7315,-1.15199614,-0.286533282,0.621153513,1,3,4
5350411.27,3.838318504,0,5.7,34.3443,152457.4246,38.6,4.2749,4.5763,35.1835,1,2.854345884,1,53.9609,44.0681,54.0935,5.0106,4414,1.040116285,0,1.6119,0,38.5439,15.063,-1.068135848,-0.708747145,0.719001502,1,2,4
5350411.28,3.915567017,0,7.1,61.3352,171866.6046,37.4,5.1007,6.5359,37.5494,1,2.86415577,1,56.9323,48.7621,54.3699,5.0541,5313,1.013413512,0,6.5683,0,51.167,14.8966,-1.310172633,-0.648061219,0.445011532,1,2,3
5350411.29,3.796577314,0,5.6,62.3683,162338.2117,37.1,10.6508,14.7708,45.2726,1,2.787363939,0,54.0801,47.5358,50.5879,4.6996,6145,1.022345606,0,8.3486,0,48.3947,15.2632,-0.862010676,-0.620195306,0.778430143,1,2,4
5350411.3,3.774894371,0,7.2,62.0616,163612.7213,38.3,6.7893,10.0584,51.4178,1,2.795228056,0,54.6171,45.1797,51.4254,7.1627,7723,1.014744858,0,8.6484,0,46.1437,16.002,-1.174698291,-0.700934699,0.725556021,1,2,4
5350412.01,3.539065765,1,5.6,36.4562,136172.1648,50.4,8.0152,16.7329,28.5775,1,2.838406625,1,48.1591,38.4884,44.8715,8.1223,7072,1.064762436,0,10.9396,1,32.9355,16.2918,0.03141296,-0.358606688,0.110228425,3,3,3
5350412.02,3.573953747,1,7.2,32.4339,117039.3379,45.9,10.9609,17.5322,23.2207,0,2.895425709,1,49.2187,46.2206,47.1305,7.7375,10538,1.096004091,0,8.7213,0,31.0303,19.4966,0.599192194,-0.002249136,0.214569106,4,3,3
5350412.04,3.569960316,1,5.8,34.811,137614.3227,51.4,3.1728,5.8824,27.4906,1,2.768992151,0,47.4759,36.8056,43.3273,6.463,4507,1.050668666,0,9.3326,0,31.4296,13.2604,-0.930259806,-0.341171177,-0.097377247,1,3,2
5350412.06,3.553068054,1,5.7,27.9871,127969.8313,50.8,2.5619,7.572,22.1497,0,2.836523653,1,45.5306,34.3566,41.9721,6.9134,3526,1.059052885,0,11.3893,1,32.262,15.5893,-0.806834145,-0.21947502,-0.20972303,1,3,2
5350412.08,3.339116318,1,7.3,24.1824,118699.4732,54.2,1.1814,12.759,27.7358,1,2.81187319,1,41.6997,33.227,35.8331,4.9803,2650,1.048582157,0,12.6059,1,33.9931,14.5199,-0.816637698,-0.221971783,-0.108031927,1,3,2
5350412.1,3.587927318,1,9.3,26.4616,124942.463,49.1,2.4234,6.8622,40.9795,1,2.799704936,0,45.6919,38.0134,46.1932,4.9091,5942,1.063274508,0,6.7372,0,30.6803,13.2148,-0.920832044,0.048835039,0.571983665,1,4,4
5350412.11,3.890158928,0,6,32.5843,149744.0171,38.8,6.9934,6.5132,31.1278,1,2.88470312,1,56.7501,44.8848,56.1602,5.1362,5320,1.040669767,0,1.8754,0,36.5528,12.7996,-1.181292616,-0.449235483,0.178200142,1,2,3
5350412.12,3.674069394,1,6.8,37.7573,123469.5169,44.7,3.7199,14.8718,47.6953,1,2.802971827,1,45.8121,41.788,50.4698,8.0366,4122,1.080871702,0,9.6622,0,27.8446,15.7298,-0.59244018,-0.0839543,0.689974807,2,3,4
5350412.13,3.561409421,1,3.1,29.5002,145241.6313,54.4,3.5407,3.0479,13.9995,0,2.799185322,0,48.3271,36.3462,43.2904,5.779,4193,1.051658591,0,11.3819,1,33.0093,13.5675,-0.108360409,-0.484013431,0.166316042,3,2,3
5350412.14,3.742294656,0,3.7,43.9633,209656.2524,47.3,5.2964,2.8493,13.1197,0,2.88405401,1,46.2095,46.3539,52.692,4.8764,3651,1.047872019,0,5.6797,0,29.4437,13.5074,-0.950752202,-1.181774903,-0.310128712,1,1,2
5350412.15,3.68826639,1,3.6,39.6799,201054.043,49.3,6.3703,7.0236,15.0243,0,2.853824385,1,48.7077,43.3662,49.9822,5.5132,5977,1.048540967,0,9.5414,0,31.5576,14.9025,-0.467297624,-0.737839559,0.009608163,2,1,3
5350412.18,3.762229331,0,6.2,41.6941,245556.5633,48.6,2.2395,3.1099,22.4722,0,2.827803392,1,47.6318,43.9072,52.6475,4.365,7734,1.045081309,0,5.8109,0,30.2348,12.9522,-1.016292367,-0.856923021,-0.112881013,1,1,2
5350412.19,3.820495682,0,6.2,36.4923,151971.6227,40.3,5.3763,7.2931,30.6438,1,2.895319657,1,60.7162,42.2764,53.6266,5.2398,10299,1.040487339,0,1.0464,0,45.9014,12.6574,-1.16635204,-0.444850441,0.284207054,1,2,3
5350412.2,3.829134497,0,5.8,32.3184,142765.9055,39.7,3.5165,5.5271,28.4193,1,2.93570822,1,61.6421,40.8884,54.5987,5.2848,5915,1.037800122,0,1.0119,0,43.5954,14.5853,-1.079327762,-0.264932118,0.163973655,1,3,3
5350412.21,3.902535878,0,0.01,57.1429,81990.5877,45,33.3333,14.2857,0.01,0,2.732328627,0,60.3076,68.7348,68.7596,8.0537,12,1.136408208,1,0.4398,0,21.3552,9.0559,0,0,0,1,1,1
5350412.22,3.880897877,0,3.9,37.6329,147300.3205,36,6.0425,8.4772,45.7515,1,2.852869262,1,55.9075,49.6228,50.6579,4.9233,9521,1.031217015,0,1.8882,0,46.8613,14.1844,-1.315789871,-0.260710038,0.710793941,1,3,4
5350412.24,3.805355877,0,6.4,38.0943,143761.3374,36.8,9.1287,6.6796,61.8414,1,2.772876628,0,49.1471,45.0674,46.0056,6.8522,9395,1.032700653,0,4.208,0,41.4055,13.608,-1.147109705,-0.12588649,1.222862582,1,3,4
5350412.25,3.801097153,0,7.8,39.8477,174430.4766,39.7,6.4774,6.2731,53.3322,1,2.856683846,1,51.3357,44.6905,48.8549,4.6917,5882,1.026634495,0,3.6896,0,43.4944,13.4173,-1.377136187,-0.16204237,0.815267535,1,3,4
5350412.26,3.870128815,0,7.9,41.3214,146552.4233,37,5.1998,4.7297,63.6475,1,2.800798182,1,50.1855,48.386,47.6656,5.8441,6558,1.033290997,0,4.0701,0,43.2305,14.3136,-1.314202155,-0.144578137,0.92631373,1,3,4
5350413.01,3.853402058,0,6.4,45.1143,267536.2791,34.6,12.203,8.6063,33.5567,1,2.918435347,1,52.4332,46.7354,52.3303,5.1004,12981,1.044139459,0,2.1285,0,34.9728,16.9726,-0.862750153,-0.879053598,0.667395026,1,1,4
5350413.02,3.949699952,0,5,43.3147,169116.2104,34.8,11.362,6.5097,57.9749,1,2.850642858,1,60.0322,52.1047,53.208,4.2749,15367,1.018363697,0,2.166,0,51.2118,15.8923,-1.374583943,-0.37581344,0.995307126,1,3,4
5350420.03,3.567653067,1,10.7,46.8519,107895.1731,44.9,11.2901,50.6905,69.6315,1,2.786033955,0,43.2506,48.1734,47.9084,9.4316,7083,1.135898599,1,11.4985,1,29.97,17.936,0.229664792,0.388051929,1.340715783,4,4,5
5350420.05,3.799752816,0,8,56.4546,107399.2442,45.6,17.3314,31.3092,87.9449,1,2.867571429,1,55.0443,46.2154,47.7524,5.9303,9216,1.052406116,0,9.5497,0,32.8637,14.0241,0.482254543,-0.196786782,1.332194573,4,3,5
5350420.06,3.715058022,0,8.7,61.917,150440.7122,48.2,12.7627,2.5031,85.5926,1,2.848983411,1,50.3445,40.2966,45.8623,5.188,5872,1.029376008,0,13.7447,1,34.1817,12.583,-0.967584771,-0.485210214,1.270222891,1,2,4
5350420.08,3.466857888,1,7.4,49.3166,85182.7722,52.8,16.4013,32.2751,54.5862,1,2.715410834,0,45.6154,44.4336,39.1253,7.9034,5135,1.078042903,0,11.0213,1,35.1342,17.6116,0.842529225,0.366841488,0.745529551,4,4,4
5350420.09,3.610672868,1,6.4,45.8752,79722.7338,43.9,11.9787,35.9982,59.1724,1,2.779681426,0,48.752,43.3556,43.7753,9.8413,5075,1.09869375,0,8.5751,0,33.3079,14.1376,1.110652827,0.333064223,1.277953821,5,4,4
5350420.1,3.776484344,0,10.2,64.3226,208184.2558,41.4,10.2488,4.9049,96.8465,1,2.872928273,1,41.8187,43.7017,46.1045,3.2788,4059,1.044320204,0,9.8351,0,33.6739,16.9047,-1.09851577,-0.557787308,1.536250425,1,2,5
5350420.11,3.686098657,1,8.8,64.5987,218215.1932,47.5,17.6188,6.2277,86.3588,1,2.820925809,1,45.6127,41.5415,44.0226,3.716,7492,1.030398877,0,13.4467,1,31.9581,16.5801,-1.013798216,-0.594261395,1.268668532,1,2,4
5350420.13,3.879480151,0,7.1,60.3408,103847.1537,41.5,22.8068,25.6168,78.1224,1,2.812912747,1,60.2269,50.2422,53.6114,5.4418,7222,1.033780518,0,6.0326,0,39.3434,12.5502,0.73118897,-0.450962617,1.533809272,4,2,5
5350420.14,3.835911097,0,7.9,55.9346,103076.9574,41.7,14.8999,24.6203,78.8799,1,2.765503114,0,55.0406,50.3562,51.9112,4.851,8196,1.049720279,0,6.2382,0,37.0381,13.7435,1.010515317,-0.356585604,1.616340412,5,3,5
5350420.15,3.77953872,0,12.1,65.567,159819.8283,46.9,9.3713,4.1547,86.2313,1,2.844301355,1,50.4625,42.6599,44.9864,3.0566,2542,1.019734737,0,11.6095,1,36.0111,13.6892,-0.863164891,-0.474101167,1.225036942,1,2,4
5350421.01,3.701613111,1,7.6,55.9918,189473.7652,46.6,21.0366,13.9258,51.9124,1,2.831564331,1,54.197,43.1867,48.6866,6.9111,9177,1.02888999,0,13.5301,1,33.7478,11.0946,-0.297675194,-0.635363098,0.821254697,3,2,4
5350421.04,3.504413623,1,4.3,43.0854,91383.8279,53.1,9.4643,27.3457,39.6035,1,2.867866644,1,46.0336,41.6977,40.8308,9.9086,3934,1.077071673,0,11.9328,1,38.5589,16.9466,0.669167841,-0.097265233,1.045657553,4,3,4
5350421.05,3.706182444,1,9.6,56.2528,143674.0825,44.8,8.3183,8.2391,38.9974,1,2.820603409,1,52.7566,40.5082,48.3917,8.3828,3890,1.022523217,0,15.9322,1,36.9542,12.3638,-0.643485269,-0.497674811,0.378606865,2,2,3
5350421.06,3.622988523,1,11.3,47.3225,114363.2735,54,23.6696,14.6941,55.99,1,2.766635717,0,48.3747,38.7873,40.0286,9.1983,4808,1.028910507,0,12.809,1,36.3457,13.1273,0.622521582,-0.355554525,0.782740588,4,3,4
5350421.07,3.745424861,0,5.3,48.3792,177089.4013,49.1,8.7006,6.3751,42.6222,1,2.843424466,1,50.1059,42.973,49.0395,7.1146,4439,1.038177886,0,11.7805,1,29.7514,12.8161,-0.538737559,-0.646995277,0.457300536,2,2,3
5350422.02,3.570998731,1,11.5,33.1885,78207.8529,43.3,10.605,45.9561,56.7656,1,2.723620968,0,41.7213,49.0655,49.7124,8.6141,5831,1.148612257,1,8.0998,0,28.0282,21.0587,0.534176447,0.652971524,1.343992412,4,5,5
5350422.03,3.771594581,0,6.8,57.4862,138718.3787,41,16.4459,7.4795,87.8143,1,2.75319763,0,51.2559,46.8003,50.2035,5.422,8313,1.014182024,0,7.2304,0,46.9532,15.8825,-1.00299602,-0.455617009,1.372625016,1,2,5
5350422.04,3.661450198,1,3.9,60.0921,132904.3773,43.7,9.2377,6.9349,91.6175,1,2.769165321,0,43.2952,39.0522,42.8614,3.8552,4235,1.0227971,0,10.1775,0,37.8917,16.4236,-1.050471074,-0.332127806,1.367838078,1,3,5
5350422.05,3.681802847,1,6.7,61.1784,137476.5657,44.3,10.3552,7.5049,92.1222,1,2.752297314,0,41.2445,38.2839,41.5941,5.1866,7629,1.028582021,0,10.6518,1,37.9253,12.4463,-0.951660789,-0.308966972,1.580808801,1,3,5
5350422.06,3.471351758,1,8.4,40.8078,84703.3054,48,9.9677,51.0339,53.7449,1,2.759934806,0,39.9615,48.759,47.3649,9.7787,5621,1.154670852,1,9.5242,0,29.2665,18.862,0.808623836,0.85323448,0.987397761,4,5,4
5350423.01,3.709953058,1,5.4,51.3131,193390.1485,48.8,6.2516,18.8209,27.1016,1,2.913302086,1,49.6682,47.5318,50.9891,4.9106,3985,1.04176181,0,12.2709,1,33.0372,17.7647,-0.277771683,-0.663552319,0.538839314,3,2,4
5350423.02,3.68672883,1,7.9,55.1243,159416.3104,44.8,11.7305,21.8644,43.6258,1,2.956653472,1,48.0803,46.8075,50.5194,6.3852,8958,1.072684157,0,9.9203,0,30.4695,17.2834,-0.208215944,-0.3731546,0.594593956,3,3,4
5350424.04,3.701258205,1,9.5,57.6486,156150.945,46,8.1291,7.9057,85.0543,1,2.821995135,1,48.356,38.7994,42.7624,5.2235,2576,1.023669872,0,13.3375,1,36.6389,14.64,-0.846194084,-0.597604657,1.244528507,1,2,4
5350424.05,3.657104153,1,11.7,53.3462,120280.4071,49.3,13.1914,26.2159,75.9625,1,2.788293004,0,45.3793,45.5529,45.4722,5.8838,10338,1.072262193,0,10.7801,1,34.0731,15.1656,-0.263118507,-0.023264962,1.371221221,3,3,5
5350424.07,3.747501145,0,7,59.4892,147696.8768,41.1,11.4608,6.4642,64.941,1,2.789301189,0,51.0611,42.8257,47.9348,6.6791,9233,1.01941089,0,11.2187,1,44.2297,15.7622,-0.810800292,-0.575180046,1.412487068,1,2,5
5350424.08,3.701455378,1,7.8,55.5698,164885.5817,45,10.1476,5.8042,52.2448,1,2.839609474,1,49.1557,39.5343,45.6586,6.6436,8219,1.022685956,0,13.5642,1,35.5287,16.1815,-0.793474285,-0.689592602,1.104930628,1,2,4
5350424.09,3.895050705,0,8.4,44.5116,143536.7496,38.9,7.0654,14.4891,43.0982,1,2.89545271,1,57.3292,49.2189,55.1369,4.3653,3970,1.032757041,0,3.9116,0,43.4555,16.7154,-0.527517419,-0.430754184,0.953767438,2,2,4
5350424.1,3.898659706,0,6.4,44.6203,170487.5453,40.2,7.2298,2.1309,37.3514,1,2.924060509,1,56.2811,50.076,52.6641,3.1697,7151,1.026553309,0,3.1085,0,42.2748,15.9975,-0.997553541,-0.716440316,0.626397348,1,1,4
5350424.11,3.715928748,0,7.5,48.2687,165239.6428,42.3,8.7025,13.9873,52.5011,1,2.82240688,1,51.0816,43.9465,48.9322,7.6205,8876,1.03388081,0,8.8016,0,38.4378,17.0249,-0.638043013,-0.493597841,0.893063146,2,2,4
5350424.13,3.788209258,0,6.8,54.4543,160319.518,38.9,31.3384,17.781,71.0459,1,2.825273401,1,56.7406,47.7376,49.0259,4.0797,4666,1.025665801,0,10.0613,0,38.283,15.0647,-0.131677442,-0.916296667,1.511163812,3,1,5
5350424.14,3.837598716,0,6.9,58.1238,150410.0587,37.4,9.5518,5.8883,65.6955,1,2.797327978,0,54.2063,46.9246,53.2298,5.1837,14450,1.01390753,0,7.5683,0,50.4791,14.42,-1.09003288,-0.52465338,1.112228577,1,2,4
5350424.15,3.748602492,0,5.6,55.495,157830.874,39.9,10.8073,9.2599,74.3866,1,2.770448732,0,51.9744,43.3964,49.5784,6.1263,10678,1.017442759,0,10.2841,0,46.5288,15.5797,-0.837074185,-0.468400596,1.295881931,1,2,5
