Spatial ID,Diabetes Type 2 rate,Diabetes,Mental Health Score,Mental Health Binary,High Education Rate,Rate of Regular alcohol,Rate of Daily Smokers,Food Insecurity score,Food Insecurity binary,Unemployment Rate,Median Age,Recent Immigrant Rate,Work Stress Score,Work Stress binary,Rate of Active population,Visible Minority Rate,Visible Minority Binary,Low-income Rate,Low-income Binary,Ethnic Concentration,Ethnic Concentration quintiles,Residential Instability,Residential Instability quintiles,Average Income,Rented Rate,Active transportation,Total Population,Overweight,Obese,Material Deprivation,Material Deprivation quintiles
5350263.04,10.0637,0,3.92866457,0,53.5529,55.51,8.0782,1.054942446,0,9,50.2,12.0257,2.80039982,0,45.1295,53.1737,1,20.1,0,1.032990577,4,1.825574273,5,106271.1593,55.8099,49.0556,7436,39.2736,19.2273,-0.265540033,3
5350363.06,0.8237,0,3.952395759,0,46.2786,66.6262,3.4483,1.086006851,0,9.2,37.9,13.1269,2.977907383,1,64.3691,87.3241,1,16.3,0,2.35132755,5,1.4713159,5,81964.151,32.9736,63.872,8244,32.5115,13.3764,-0.25297932,3
5350317.03,12.9373,1,4.040316193,0,61.9519,51.1185,6.7,1.07119536,0,13.3,44.6,6.947,2.847038773,0,48.2162,37.451,1,29.2,0,0.75938227,4,-0.117406283,5,138570.9075,26.896,43.1734,3829,38.0621,10.7481,-0.251812414,3
5350288,5.0261,0,3.897903278,0,50.0289,54.1479,10.1558,1.140745055,1,6.2,38.1,11.4873,2.983369492,1,52.9672,47.171,1,10.1,0,1.195737145,4,0.938964102,4,124303.7662,48.168,56.6171,11488,32.9765,19.4999,-0.248379021,3
5350203,11.8677,1,3.98954334,0,40.45,54.4699,8.2997,1.09495999,0,9.5,41,3.8426,3.089657715,1,55.0523,26.1226,1,14.7,0,0.115020446,3,0.706095967,4,109078.7961,43.7077,56.2051,3296,35.0902,21.6895,-0.241525412,3
5350042,8.1003,0,4.016299224,0,56.0402,58.188,7.8663,1.080077711,0,6.2,36.9,2.9829,3.193304027,1,63.6712,19.0337,0,14.2,0,-0.097430876,2,1.116911154,5,139775.8721,57.954,62.1333,4802,35.9493,19.5782,-0.241003369,3
5350036,6.9229,0,3.879938952,1,65.3614,67.1725,11.7492,1.169555259,1,6.3,34.5,10.151,3.106809954,1,55.8588,58.3512,1,11.4,0,0.862744503,4,2.650920727,5,96876.8729,68.9948,58.5945,6514,33.7658,20.719,-0.237418421,3
5350095,8.3175,0,3.998635152,0,52.243,55.4129,7.0568,1.08231386,0,3.3,37.4,1.7846,3.151761864,1,63.8179,24.9068,0,15.6,0,-0.008596512,3,0.776754963,4,120330.1094,51.5107,61.8196,3220,34.3925,18.4808,-0.235391043,3
5350063.06,9.8218,0,3.911703043,0,64.7253,64.2681,9.8272,1.120031595,0,10,38.5,11.1077,3.155799505,1,54.0522,36.0067,1,18.8,0,1.05547459,4,3.16919867,5,86451.4627,81.9015,54.8397,6596,38.5656,20.714,-0.234567741,3
5350077,8.9469,0,3.884843731,1,53.8302,62.798,10.1459,1.116137775,0,10.6,38.9,2.821,3.111773845,1,57.721,28.4002,1,12.7,0,-0.150022625,2,0.07823123,3,136020.0314,41.7307,61.148,4838,28.2704,21.3519,-0.233496815,3
5350060,5.479,0,3.991835282,0,75.7333,71.3622,8.7078,1.087996551,0,10.7,33.7,3.9161,3.126280535,1,59.3634,39.4636,1,13.2,0,0.072770083,3,2.101662477,5,116150.9955,58.8803,57.8938,2871,36.2976,19.0082,-0.232509465,3
5350109,6.0522,0,3.819408457,1,39.5669,57.021,13.2733,1.148243884,1,8.8,37,4.9071,3.07228407,1,57.3742,35.5938,1,14.4,0,-0.00729731,3,0.341672764,4,120013.9163,38.8913,59.9497,5869,34.6637,16.2262,-0.227239237,3
5350072.02,10.7949,1,3.954539763,0,56,65.0009,10.4911,1.087109185,0,6.7,40.4,4.5917,3.042672524,1,56.5782,32.2078,1,29.8,0,-0.089561719,2,0.249150736,4,137036.3101,30.8749,58.4057,3465,32.3324,22.8072,-0.213790448,3
5350025,11.0725,1,4.005106005,0,50.7299,63.3457,9.1117,1.075361322,0,9.8,41.8,3.3651,3.128527144,1,57.6898,22.0215,0,15.7,0,-0.283148251,2,0.707712872,4,133372.399,46.5909,59.2809,3819,31.5141,23.972,-0.212376982,3
5350091.02,10.3322,0,3.926117755,0,65.8736,56.6789,12.5386,1.126501778,0,7.5,36.3,5.7143,3.07487684,1,54.5244,28.2344,1,5.6,0,-0.083426805,2,2.429967308,5,129056.264,71.8874,53.8621,4027,35.0296,20.8325,-0.210841478,3
5350211,11.9077,1,3.873084403,1,29.8381,48.02,8.6552,1.076621761,0,7.3,43.5,6.0877,2.939919566,1,47.3792,25.0071,1,7.2,0,0.85,4,0.009145913,4,125849.6783,17.7323,46.5866,7054,33.2357,20.2205,-0.197942846,3
5350287.04,7.6869,0,3.901404103,0,52.4141,47.8819,9.1765,1.12722564,0,5.6,39.7,4.7947,3.044389568,1,53.1201,32.5542,1,18.7,0,0.6417654,4,0.768564644,5,115239.8511,50.4539,58.7512,4706,34.5759,17.8469,-0.194890974,3
5350317.05,7.9508,0,3.928662532,0,49.843,45.9455,6.9678,1.114746933,0,9.5,46,4.8972,2.798485095,0,44.4854,56.2309,1,16.7,0,0.96577184,4,0.522816239,5,106356.7276,22.4515,47.8628,2287,33.841,18.3821,-0.192725488,3
5350321.02,8.2373,0,3.963051007,0,59.1776,51.6819,6.3752,1.077436994,0,11.8,42,11.8812,2.958738299,1,47.6368,67.3292,1,32.7,1,1.307133185,5,0.428110702,3,138997.6968,37.1483,50.1418,4478,32.2386,13.25,-0.188576415,3
5350234,13.777,1,3.986929211,0,47.8967,49.0116,8.4328,1.079245613,0,10.1,42.3,2.8407,2.847237702,0,48.984,36.4374,1,9,0,0.107863984,3,-0.545755953,2,153647.8223,19.4021,44.0103,4682,33.7346,15.8658,-0.188572075,3
5350347,3.2537,0,4.041463551,0,45.8694,55.5323,6.0172,1.069973938,0,10.2,38.6,5.793,2.82828538,0,53.242,68.6731,1,11.7,0,1.335588797,5,-0.015258529,4,119559.5739,9.2879,51.9464,3007,33.39,18.4419,-0.187016662,3
5350301.01,10.9545,1,4.010720427,0,60.8844,50.99,7.8689,1.128297147,0,6,41.1,9.9168,2.959218579,1,49.5076,54.9724,1,21.2,0,1.204258254,4,0.242421004,4,174496.1139,42.2881,49.9892,3258,30.3338,20.6706,-0.165826677,3
5350202,11.5052,1,4.04932739,0,53.7841,61.6478,8.5555,1.057109014,0,7.7,41.6,2.3585,3.081870669,1,57.4205,20.0822,0,11.5,0,-0.589045525,1,-0.177328047,3,160247.0557,30.8527,55.8657,1703,35.0425,19.8234,-0.162422213,3
5350078,12.3241,1,3.928828304,0,50.5735,58.8419,12.2747,1.115929265,0,11,43.9,2.3894,3.090280122,1,54.4654,24.6363,0,20.6,0,-0.349100262,2,0.854595449,4,127243.5975,47.8216,57.1524,6255,31.243,22.4273,-0.156222706,3
5350323.01,13.0167,1,4.008135009,0,58.6251,47.4486,6.614,1.106850209,0,9.7,46.6,7.7919,2.820135955,0,43.7767,61.6209,1,12.3,0,1.205049444,4,0.896433186,4,129388.1368,58.4231,45.1134,4479,31.084,18.5062,-0.152420893,3
5350114,11.0255,1,3.87238874,1,54.5647,54.9804,12.085,1.135613061,0,5.3,41.3,6.0175,3.044919432,1,54.1333,24.1233,0,14.3,0,-0.131900478,2,1.060671172,5,143231.3408,53.9026,56.9005,5903,31.5894,21.0094,-0.14695021,3
5350324.06,8.5007,0,4.066971492,0,58.071,37.4281,6.7973,1.053551921,0,11.4,43,6.2329,2.66321594,0,47.2707,81.9372,1,12.2,0,1.444529778,5,-0.302524543,4,113350.4872,14.1196,42.1238,3665,33.8024,11.2865,-0.143522927,3
5350304.03,10.8275,1,4.004280894,0,50.2141,42.5357,6.4914,1.118351529,0,11.1,41.9,5.4612,2.717753147,0,51.9782,75.9468,1,20.2,0,1.085505445,4,-0.449685161,3,140731.6148,28.8016,50.4859,3010,30.804,15.5392,-0.136288587,3
5350066,11.2648,1,3.879778718,1,57.3147,57.1507,13.0372,1.164936037,1,9.9,44.9,6.6252,2.970873305,1,50.6078,36.4496,1,7.6,0,0.283618967,3,2.380720513,5,91675.9457,61.3145,54.6711,8354,34.9525,23.7148,-0.132175015,3
5350225.02,3.9348,0,3.944206197,0,51.5152,64.4512,10.5694,1.157903429,1,9.5,36.6,15.8992,3.165700233,1,57.0115,54.3604,1,13.7,0,1.731033978,5,2.328890552,5,86122.2045,73.8601,57.9557,11788,33.5405,22.1703,-0.12975111,3
5350096.02,8.7432,0,3.901961359,0,49.3991,54.8806,9.7865,1.119029034,0,7.7,37.7,3.6253,3.107436847,1,60.8035,34.4451,1,12.9,0,-0.028584205,3,0.961023454,5,105223.5563,46.8793,59.2565,3478,33.6145,20.6042,-0.127328782,3
5350274.01,12.1966,1,3.942633824,0,59.1168,45.8066,9.4232,1.13275037,0,11.1,41.1,9.4437,3.01691255,1,51.3182,57.7342,1,19,0,1.038023429,4,0.260682618,3,223253.3427,49.375,50.1204,5411,31.3369,20.4457,-0.124912494,3
5350083,10.7573,1,3.953517599,0,55.0562,60.7233,10.8979,1.089331556,0,8.5,42.4,4.5423,3.155985206,1,56.1289,34.0503,1,12.2,0,-0.149006066,2,0.75283158,4,132615.7823,43.9628,58.4582,4370,33.2363,19.2695,-0.119925742,3
5350076,9.5682,0,3.863967537,1,52.4928,59.721,11.0468,1.13483317,0,6.3,41,2.8467,3.092531679,1,52.6228,37.0561,1,8.7,0,-0.087152856,2,0.453612628,4,114454.2903,38.0059,57.3516,4674,31.6253,20.1194,-0.119680375,3
5350362.02,4.4301,0,3.957356157,0,40.3202,44.526,5.8009,1.092705011,0,8,43.3,8.7116,2.814291167,0,53.0436,76.8359,1,17.1,0,1.32802,5,-0.857121086,2,151738.503,13.4712,48.5153,6264,29.4262,13.676,-0.11547967,3
5350331.04,11.2258,1,3.945826565,0,41.671,40.514,5.0766,1.100949592,0,7.9,48.1,11.488,2.807724629,0,41.5504,57.7124,1,24,0,0.814217842,4,0.492164686,4,117357.9902,7.8856,42.8524,3637,30.9057,20.4977,-0.107814122,3
5350133,12.4199,1,3.848836748,1,57.8997,46.9752,10.908,1.156677317,1,8.5,42.8,6.3739,3.100806111,1,51.5227,30.5683,1,18.9,0,0.580029904,4,1.430307342,5,144953.3935,76.2421,54.7704,7619,34.4881,22.1586,-0.106313223,3
5350304.05,8.2659,0,3.923309866,0,60.8333,47.6507,5.7088,1.056482113,0,8.2,52.2,4.1026,2.771267579,0,43.8467,74.635,1,15,0,1.029226966,4,0.094553069,5,127873.0401,11.2802,49.6862,2945,34.8866,13.0961,-0.105146573,3
5350362.03,4.4188,0,3.90805758,0,39.6042,42.1877,6.0654,1.114375404,0,10,44.5,6.7964,2.778701092,0,52.3471,78.805,1,13.4,0,1.351536122,5,-0.745874919,1,142103.0191,11.9497,51.1228,7431,26.1437,12.6405,-0.08517334,3
5350278,8.1448,0,3.84264199,1,55.1375,45.3582,10.6516,1.141960224,1,9.5,34.9,7.6224,2.927719802,1,49.5482,24.3655,0,12.9,0,0.420612439,3,0.278300296,2,169682.7848,51.7405,52.7347,8590,31.3263,19.3397,-0.084534993,3
5350304.06,6.3342,0,3.924853502,0,58.6685,47.615,6.1504,1.113448567,0,11.1,44.5,13.0158,2.839641159,0,50.4343,76.6007,1,28,0,1.526883555,5,0.198712665,3,105735.4128,20.5401,51.2543,6466,27.6659,15.427,-0.081391331,3
5350207,11.0843,1,3.713598271,1,33.5865,53.4899,14.6228,1.226783771,1,9.1,36.8,4.657,3.038789708,1,52.5311,40.8354,1,12,0,0.25775622,3,1.050005419,5,89145.6282,46.1847,58.7196,2777,31.1512,25.5353,-0.081226023,3
5350321.01,11.8512,1,3.957242692,0,56.5311,45.6602,5.33,1.068726002,0,10.3,46,11.1566,2.82488145,0,47.9114,70.3151,1,22.6,0,1.33527767,5,-0.242615656,4,174877.6496,21.2009,48.1179,4157,31.0022,13.5503,-0.077277275,3
5350167.02,9.8888,0,3.931956789,0,54.1827,57.4197,11.0175,1.140450336,1,7.9,37.1,6.5424,3.037397777,1,55.7005,38.9507,1,18.4,0,0.556712834,4,1.787104906,5,96429.192,80.8445,57.2702,6290,36.4774,21.6064,-0.072695573,3
5350053,6.9722,0,3.880023473,1,47.9162,58.1811,11.5942,1.140171751,1,9.3,37.7,6.4414,3.158987183,1,61.1662,33.9116,1,12.7,0,0.049952651,3,1.128917893,5,105758.3455,46.4525,60.8071,6629,35.2785,18.4521,-0.071212144,3
5350110,7.4895,0,3.783382306,1,40.5553,52.0286,14.1756,1.166406104,1,6.2,39,3.4557,3.079042311,1,56.5198,30.5847,1,17.3,0,0.085174696,3,0.394056036,4,109174.2786,34.7383,55.912,3711,35.8935,16.939,-0.071052907,3
5350063.04,11.3004,1,3.812363377,1,54.964,58.0155,12.4297,1.177417359,1,10.3,38.8,13.1608,3.086905482,1,51.0379,31.6882,1,12.2,0,1.11716624,4,3.242646279,5,78920.6638,75.5155,55.0753,4721,35.0657,23.0668,-0.065385379,3
5350348,7.3654,0,3.879185083,1,37.519,49.189,8.1059,1.088846863,0,7.7,42.5,5.6251,2.957497909,1,47.2592,46.2548,1,11.1,0,0.566000651,4,-0.051205148,3,116034.3672,19.4391,44.7451,5941,32.136,20.3907,-0.06451743,3
5350331.01,12.3395,1,3.957622666,0,44.8774,45.0586,6.7171,1.10860802,0,10.1,49.2,5.0847,2.837044407,0,47.9597,38.2972,1,22.5,0,0.259561966,3,0.006140362,3,128139.1763,21.0526,48.0792,6084,31.8383,21.4157,-0.063691102,3
5350075,9.8637,0,3.854073101,1,54.6602,62.6727,10.8386,1.107606084,0,9.1,41.2,2.4019,3.102129218,1,55.5253,41.7434,1,25.3,0,-0.077665472,2,0.458350334,4,117540.037,36.6408,56.8685,4233,29.9691,21.071,-0.063568004,3
5350302.01,8.8577,0,3.912727779,0,51.4788,46.7019,5.8723,1.082641754,0,11.6,47.6,4.6282,2.753880197,0,46.2406,57.8428,1,22.6,0,0.838816115,4,-0.006045015,5,121367.0706,14.9174,44.9514,6490,31.9422,15.4382,-0.046412564,3
5350338,11.9385,1,3.871257892,1,38.265,54.2468,10.5164,1.129068712,0,11.3,45.2,4.4504,2.997402136,1,51.6015,23.7671,0,9.2,0,-0.225192716,2,0.416355216,5,121575.4534,35.1637,53.2576,6509,31.3176,20.7839,-0.023340739,3
5350263.03,9.4091,0,3.806643164,1,53.0847,54.2412,14.2289,1.165051415,1,9.3,43.6,5.4534,2.938243778,1,51.5431,52.2535,1,15.8,0,0.938682587,4,1.071732775,5,121402.2988,56.1404,54.3213,5081,32.7114,21.321,-0.017809445,3
5350272.02,8.617,0,3.993846927,0,47.9072,43.9235,5.7362,1.09756607,0,8.5,44.7,4.0366,2.782539639,0,46.1722,59.5385,1,26.2,0,1.086704158,4,0.136948078,5,109072.8024,14.0634,40.9796,4854,30.2735,17.51,-0.010017354,3
5350054,9.9033,0,3.90106556,0,51.0767,58.1167,12.297,1.159109585,1,7.9,37,3.755,3.070784249,1,59.1553,34.4554,1,20.4,0,0.317111783,3,1.596602201,5,96542.5477,71.5046,58.0868,6060,33.7427,20.3805,-0.002022148,3
5350290.02,4.2604,0,3.864631983,1,34.589,54.2008,16.4416,1.205828854,1,5.4,35.8,11.5578,2.720561529,0,48.7789,53.5556,1,14.5,0,0.968721159,4,1.244234052,5,102986.278,40.1937,61.525,1800,29.1132,20.1983,0.000299129,3
5350026,8.6693,0,3.910936783,0,49.3779,63.3208,8.8956,1.096062415,0,7.6,39.1,4.4404,3.095943281,1,57.6545,39.5126,1,14.3,0,-0.179405662,2,0.460854795,4,119972.2618,40.0614,59.9886,7099,29.5906,22.3443,0.004114444,3
5350045,8.756,0,3.943060844,0,51.9968,57.5031,10.6875,1.123071841,0,8.3,38.7,4.7076,3.152886663,1,61.3701,26.1879,1,6,0,0.118758973,3,1.350325872,5,103027.8298,57.7121,60.9561,3704,33.8331,19.5349,0.014041198,4
5350336,10.0378,0,3.867793108,1,29.0669,49.6491,7.0217,1.073547033,0,9.8,43.7,2.8493,2.988202701,1,52.3416,44.8457,1,12.4,0,0.493819794,4,-0.246618506,4,111225.1169,15.6695,46.8527,7033,30.0389,21.5098,0.042258772,4
5350297.01,6.8271,0,3.876627633,1,53.1665,53.3855,8.9407,1.132480523,0,8.7,41.9,11.6782,3.003018452,1,53.1472,42.2406,1,15.4,0,1.042908852,4,0.972382113,5,110486.9645,53.4784,53.1082,7971,31.539,18.6457,0.042684266,4
5350176,11.8026,1,3.79087313,1,34.5674,45.5234,12.4163,1.167329521,1,11.5,41.8,3.981,2.928447782,1,46.613,39.3524,1,16.7,0,0.015287627,3,-0.006125305,3,114914.2333,27.8114,48.2388,4447,29.8211,24.2987,0.043868826,4
5350094,8.2574,0,3.896235147,0,51.9507,58.7604,10.7924,1.134658805,0,7.8,37.9,5.0279,3.132261936,1,61.1733,31.6416,1,6.9,0,0.061388651,3,0.716284244,4,115064.2553,47.8694,60.0518,5379,32.3249,19.5598,0.047023581,4
5350098,7.6864,0,3.778050438,1,46.7572,57.7541,13.7538,1.182539282,1,6.9,38.1,6.6161,3.036800486,1,56.081,41.0879,1,21,0,0.084632915,3,0.872622411,4,105418.0163,50.2871,59.119,7905,32.3365,20.6286,0.05026193,4
5350102.02,6.9374,0,4.052792291,0,61.1995,65.0491,7.9168,1.099013061,0,8.4,38.7,11.0978,3.148307402,1,55.3213,26.723,1,8,0,0.491696339,4,2.710613659,5,87273.3065,92.3336,55.5956,5093,43.0495,19.4619,0.0524419,4
5350184.02,12.3592,1,3.759662561,1,40.0592,52.6777,13.4586,1.179400829,1,6.7,41.7,3.7542,2.944233054,1,51.7657,34.932,1,14.3,0,0.339220942,3,0.743550894,4,107777.9542,55.9453,56.4737,3899,31.6958,22.9755,0.061391156,4
5350097.04,5.4042,0,3.851428492,1,40.8845,62.331,12.6515,1.147410201,1,6.8,35.2,8.5976,3.143311807,1,60.4779,35.3381,1,11.2,0,0.593481981,4,1.185725926,5,95748.193,55.1439,59.6603,6285,35.25,15.9082,0.084799239,4
5350164,10.0416,0,3.699464943,1,47.0139,55.3111,15.1886,1.202678538,1,9.5,40.1,4.3808,2.934095728,1,51.8155,41.7409,1,7.5,0,0.213673709,3,0.391205658,4,111710.4121,39.5672,57.5776,6514,31.246,21.2966,0.086090227,4
5350322.02,9.2428,0,3.906038752,0,65.5074,49.6219,7.9405,1.103472208,0,9.5,54,13.1696,2.877430023,0,50.7409,61.3144,1,18.6,0,1.144814633,4,0.793587916,5,157865.1903,34.796,53.1646,3880,29.9784,14.4418,0.092044444,4
5350235.02,13.5235,1,3.868870307,1,36.7742,40.7314,8.2701,1.145377388,1,8.4,46.7,2.789,2.711933544,0,41.1314,29.2482,1,11.1,0,0.253878263,3,0.134855837,2,114123.5812,16.7071,41.1641,5467,31.6109,22.2528,0.094564708,4
5350237.02,9.3813,0,3.902710809,0,39.7359,40.129,7.2442,1.093270446,0,10,42.1,3.0938,2.822026804,0,45.8035,38.0922,1,18.4,0,0.429368474,3,-0.481835403,4,118261.1093,19.1743,46.1531,3103,28.0778,16.026,0.098596955,4
5350206.02,12.0907,1,3.922564996,0,39.2574,51.3657,11.8887,1.141011204,1,8.8,39.2,5.4795,3.131189491,1,54.1471,26.0455,1,13.5,0,0.282320178,3,0.973673568,5,104433.2298,57.1055,55.1228,6504,34.8336,20.7839,0.099827688,4
5350271.01,12.9215,1,3.986568067,0,49.0155,50.4709,7.3692,1.057499133,0,3.5,45.1,5.5639,2.893655193,1,50.4599,42.2288,1,6.8,0,0.1936744,3,-0.404814258,4,148468.3042,18.3943,48.6995,2683,35.2926,20.088,0.102633917,4
5350191,11.4311,1,3.8656045,1,35.3196,48.9662,10.4541,1.125995136,0,7.7,42,5.3429,2.999848575,1,50.445,30.7809,1,12.8,0,0.22818324,3,0.291853715,4,116006.4458,35.4972,50.4671,4623,32.0637,21.1369,0.10648979,4
5350374.01,6.5665,0,3.969587969,0,45.5101,40.2862,6.0024,1.10412739,0,12,43.9,11.8849,2.644055669,0,50.9465,67.6069,1,23.9,0,1.333244614,5,0.089776353,4,110984.2579,22.5543,50.1132,5424,30.9229,12.2908,0.10918271,4
5350279.01,9.0416,0,3.738938318,1,36.7205,42.9958,10.8208,1.125395665,0,7.6,45.2,4.0126,2.839818815,0,43.2372,32.2348,1,14.2,0,0.560119908,4,0.153848972,4,138615.5634,28.0566,44.7204,4157,31.1537,16.9752,0.118938423,4
5350050.04,12.0823,1,4.015270128,0,59.9268,57.4923,10.3046,1.092174183,0,7.1,39.8,2.7126,3.115095153,1,52.9017,29.2997,1,17.4,0,-0.050657264,2,0.594766454,4,150598.4653,54.2015,57.4084,5198,33.5277,21.7424,0.127576487,4
5350376.15,13.8487,1,3.940684277,0,50.7856,51.0299,7.7577,1.045670249,0,8.7,58,5.259,2.857970318,0,36.578,88.4625,1,21.1,0,1.198382301,4,0.351513386,1,118172.4915,12.5879,38.7946,3857,44.0677,13.0348,0.137721229,4
5350204,12.6282,1,3.908395221,0,46.0065,56.4315,11.1951,1.122857732,0,7,43,2.9724,3.113503067,1,55.6253,19.7923,0,11.4,0,-0.222099961,2,0.890035847,5,127248.185,51.6271,56.122,4719,32.3284,22.6653,0.155672403,4
5350376.12,8.6684,0,3.916038609,0,44.8589,38.1597,4.7239,1.086909577,0,13.3,49.8,9.0862,2.780169712,0,42.2182,73.6248,1,13.1,0,1.33644952,5,-0.017993044,3,105422.6247,13.1268,44.0171,5763,31.948,14.7966,0.156202468,4
5350240.02,13.9999,1,3.886978859,1,40.053,40.8228,11.4951,1.166639801,1,7.5,52.9,10.7193,2.798992635,0,37.6173,22.2561,0,11.9,0,0.087352777,3,0.888832554,2,97296.7547,46.2444,43.1733,6879,33.8111,22.6116,0.158175496,4
5350027,8.9715,0,3.860112943,1,47.1077,62.2081,11.1414,1.111603302,0,6.9,39.7,3.0317,3.077560231,1,56.7995,44.6468,1,24.3,0,0.022881299,3,0.453538899,4,125516.548,37.5847,59.3618,4558,29.8437,23.0553,0.162589429,4
5350029,8.2111,0,3.880738291,1,48.2463,62.1878,11.7488,1.110966691,0,7.4,39.3,5.3899,3.029524327,1,54.9431,53.9071,1,38.3,1,0.163734071,3,0.728122982,4,123372.3611,41.375,57.717,7576,31.4273,21.9244,0.167472836,4
5350363.04,3.5778,0,3.951915343,0,34.0888,41.5435,6.3229,1.124596379,0,7.4,39.8,8.6594,2.689110205,0,52.7329,84.8203,1,29,0,1.827242631,5,-0.541111237,2,126534.2221,25.5283,54.807,3979,27.8983,14.1779,0.168369721,4
5350260.07,4.8427,0,3.882686999,1,44.642,44.7202,6.8303,1.1565719,1,5.6,47.3,3.7331,2.659413719,0,51.9838,70.5851,1,20.7,0,1.480423568,5,0.72256386,5,92332.9661,14.9117,61.1213,3777,30.1778,15.6069,0.171554127,4
5350324.05,13.5564,1,3.913973482,0,59.4125,41.2173,8.952,1.097784892,0,9.5,49.7,4.9053,2.767110292,0,47.1878,80.6368,1,18,0,1.200930574,4,0.206833118,4,101964.8623,31.1966,46.8524,3486,31.0355,15.1655,0.17535113,4
5350319,6.3344,0,3.868530679,1,53.3133,48.5996,7.3165,1.103603528,0,10.2,43.4,10.472,2.884117811,0,50.798,57.3272,1,8.6,0,1.312575183,5,0.310995682,4,98602.4885,32.0096,49.969,4572,30.595,14.8935,0.19041252,4
5350112,8.5054,0,3.791828238,1,35.1655,46.7277,12.3365,1.172550877,1,7.1,39.4,5.7295,2.876373355,0,48.9712,26.1547,1,11.3,0,0.081149615,3,0.226861568,4,106093.9851,33.8447,51.6714,5651,31.9992,19.3168,0.203438988,4
5350302.03,4.0333,0,3.791852742,1,45.4291,40.1522,7.7341,1.195020008,1,10.7,40.4,11.7304,2.81747072,0,48.0229,74.3365,1,21,0,1.735846767,5,0.065960598,4,97145.4621,21.3878,55.2935,3768,28.885,14.2141,0.204748928,4
5350282,8.8482,0,3.883245876,1,24.6264,45.0393,8.8975,1.132878421,0,6.6,42.3,6.8466,2.866201752,0,46.1205,32.1242,1,13.2,0,0.166928206,3,-0.450957547,4,120072.0826,13.9966,45.2292,4990,25.8475,20.5845,0.216658191,4
5350353.03,1.4689,0,3.958838054,0,34.0484,32.1936,3.2777,1.168479078,1,10.6,41,7.8187,2.505321814,0,56.4343,86.401,1,20.4,0,1.872556462,5,0.126947591,2,95098.0644,26.0908,60.1529,3287,24.1323,11.3389,0.220237908,4
5350333,10.5602,0,3.929388617,0,36.7554,47.8108,8.5718,1.112358289,0,10.3,44.1,6.2252,2.917571592,1,51.1341,44.5283,1,8.4,0,0.380114785,3,-0.438169048,4,120196.8259,18.4455,47.234,5300,31.0258,20.22,0.222847401,4
5350040,6.9089,0,3.820999621,1,44.3887,60.1157,11.805,1.169312989,1,7.9,36.7,3.4751,2.973416024,1,58.8154,46.4547,1,7.5,0,0.422531728,3,0.664550616,4,128440.6908,40.8649,59.952,4781,28.3399,21.2518,0.225671017,4
5350163,8.0972,0,3.778587576,1,43.604,51.5413,14.6794,1.180385912,1,5,40.7,3.5388,2.88551084,0,52.3819,38.9763,1,12.6,0,0.013356061,3,0.488051909,4,110934.0579,43.4109,55.9755,4513,30.2839,19.3303,0.227864051,4
5350360,9.2394,0,3.982480458,0,34.0671,45.2429,7.8764,1.095569041,0,10.2,42.8,6.5887,2.854205458,0,50.4166,58.2413,1,14,0,0.817427536,4,-0.611735164,4,127970.9118,16.4592,46.3978,6698,30.6972,18.855,0.231326224,4
5350372,6.849,0,3.855630344,1,36.4596,41.1097,5.5619,1.08649419,0,6.6,44.9,4.4049,2.752409608,0,49.1384,58.1871,1,29.5,0,0.913999488,4,-0.521069198,3,126180.4188,11.4421,46.3334,4501,28.1805,15.0614,0.241537193,4
5350310.02,6.7255,0,3.826827346,1,43.3344,45.4209,12.0192,1.197221293,1,7.1,40.7,9.6409,2.859416567,0,47.2738,39.4808,1,11.5,0,1.011864889,4,0.424525394,3,117607.4149,51.8446,50.88,5585,29.4061,20.1961,0.245373233,4
5350315.01,9.7515,0,3.778885124,1,22.9643,35.3688,7.651,1.149905025,1,7.9,45,2.9623,2.797889484,0,40.6873,52.3399,1,18.3,0,0.205625861,3,-0.590725779,3,111405.9364,17.452,42.3946,3483,25.9926,18.1587,0.24704268,4
5350247.02,5.5775,0,3.871143097,1,33.3794,38.6801,7.1951,1.157923802,1,10.3,39.3,8.4507,2.796830093,0,45.6517,64.7179,1,19.9,0,1.081870302,4,-0.325822222,3,109086.0734,29.0711,47.9727,7834,24.9035,16.4781,0.248948213,4
5350169.02,7.8818,0,3.84443387,1,48.8667,46.8613,14.3757,1.201387172,1,11.2,40.6,7.254,2.948079057,1,49.5912,45.0328,1,15.1,0,0.933345057,4,1.153706803,5,90453.9135,60.6005,55.6655,7781,32.6619,21.9923,0.249104459,4
5350320.02,5.2178,0,3.833611811,1,48.0731,42.0427,7.9946,1.209554103,1,7.7,42.8,9.7364,2.917801522,1,51.3973,64.6953,1,23,0,1.704759183,5,0.630952789,5,109685.1594,39.4526,54.9916,6087,24.1561,23.8223,0.251795324,4
5350371,6.7164,0,3.835058465,1,31.0577,43.4817,6.9115,1.111883099,0,9.5,42,11.6621,2.876982742,0,47.4267,53.4224,1,22.3,0,1.149792822,4,0.026142249,2,104110.9555,25.3512,48.6183,8985,26.491,19.3768,0.254545924,4
5350230.02,15.8136,1,3.702006936,1,39.9442,38.7772,15.0036,1.232661544,1,7.1,45.1,9.4191,2.813820561,0,40.5937,30.249,1,6.7,0,0.627965597,4,0.65858301,4,177950.5271,50.1207,44.069,7349,34.2826,22.7328,0.260869657,4
