Spatial ID,Diabetes Type 2 rate,Diabetes,Mental Health Score,Mental Health Binary,High Education Rate,Rate of Regular alcohol,Rate of Daily Smokers,Food Insecurity score,Food Insecurity binary,Unemployment Rate,Median Age,Recent Immigrant Rate,Work Stress Score,Work Stress binary,Rate of Active population,Visible Minority Rate,Visible Minority Binary,Low-income Rate,Low-income Binary,Ethnic Concentration,Ethnic Concentration quintiles,Residential Instability,Residential Instability quintiles,Average Income,Rented Rate,Active transportation,Total Population,Overweight,Obese,Material Deprivation,Material Deprivation quintiles
5350051,8.6011,0,4.074513887,0,63.3768,67.47,10.0633,1.05619125,0,4.5,38.7,3.2308,3.134419858,1,58.2137,11.0053,0,24.6,0,-0.23705866,2,0.923547947,5,171963.1611,55.8223,59.7972,5879,33.2137,20.1965,-0.765285139,1
5350304.02,11.6675,1,4.068974179,0,65.0576,59.4565,6.3018,1.024379531,0,7.9,45.5,6.3192,2.876069563,0,47.5466,60.4559,1,25.3,0,0.788779518,4,0.139082942,4,149580.2499,11.7155,42.3599,5045,37.7247,11.8707,-0.75894874,1
5350137,9.0535,0,4.057324192,0,68.8067,67.0602,9.647,1.069004037,0,8.4,40.1,4.3601,3.131931838,1,57.3604,27.9593,1,9.2,0,0.416612171,3,1.240543022,5,174523.2794,58.5426,57.7936,7468,35.7196,18.7371,-0.752182175,1
5350230.01,13.0968,1,4.098361267,0,61.4939,52.4963,5.6579,1.028839075,0,8.1,52,8.5271,2.814357433,0,49.3124,16.1854,0,3.6,0,-0.318013895,2,0.783198556,1,280038.6906,36.1265,48.6843,2978,36.9266,19.1315,-0.748866145,1
5350136.02,4.8396,0,3.962519897,0,62.7751,70.1129,10.8027,1.119345477,0,6.3,38.3,17.07,3.146792472,1,57.28,38.5731,1,19.5,0,1.640450293,5,2.96778332,5,97056.003,69.3369,57.9875,6896,38.9813,17.238,-0.723731053,1
5350305.01,19.8009,1,4.107827721,0,68.1137,51.5159,5.2436,1.02299828,0,8.6,50.1,11.7269,2.807318082,0,46.4845,63.4244,1,15.6,0,0.769720481,4,-0.403991505,4,205535.1015,6.1856,39.331,5017,34.2756,11.7557,-0.691804139,2
5350277,6.6799,0,3.999042554,0,63.0677,45.6728,5.9655,1.079440642,0,5,33.8,7.5054,2.983273763,1,54.7324,17.7657,0,10.9,0,0.281835717,3,-0.50330658,3,345459.3491,26.2079,57.5436,4610,28.858,18.1624,-0.683428663,2
5350058,7.8398,0,3.990379311,0,66.2064,65.8921,8.6564,1.070644884,0,4.5,36.8,2.4515,3.074977381,1,61.8424,21.5715,0,8.4,0,0.08530743,3,1.820763028,5,183849.0662,61.641,59.0373,4149,32.4005,20.2726,-0.682729123,2
5350035,7.2511,0,3.882332725,1,77.6089,70.2681,8.7912,1.152941249,1,8.8,30.4,11.7742,3.155662378,1,55.5243,72.2138,1,14.1,0,1.822995843,5,2.966183202,5,84199.0051,68.1664,57.0958,11862,33.676,21.399,-0.678125281,2
5350028.02,6.6365,0,4.001605985,0,60.7232,67.6705,10.9544,1.080946247,0,6.5,39.2,3.6517,3.087999551,1,57.0256,35.6311,1,13.3,0,-0.047062025,2,0.870606732,4,140739.8746,35.5496,59.212,6615,35.0061,20.4292,-0.677533311,2
5350123,10.1577,0,3.925294526,0,62.891,65.4208,11.789,1.133940204,0,11.6,36.1,5.8848,3.195282139,1,52.6144,39.008,1,13.4,0,1.00599402,4,2.919740953,5,90667.4531,96.7084,55.3114,2379,38.6466,20.5786,-0.675773368,2
5350296,5.0844,0,3.998317613,0,44,46.6604,3.7953,1.060393176,0,0.01,50.4,15.5556,2.778131256,0,49.6036,13.3333,0,5.3,0,2.07978066,5,1.001406268,4,91105.0551,0.01,43.5181,90,32.352,12.2046,-0.665078472,2
5350055,7.2228,0,4.034685567,0,63.8957,65.0664,7.9295,1.075046025,0,8.4,35.7,3.0104,3.142262716,1,65.1644,28.2353,1,11.4,0,-0.120540694,2,1.588093064,5,119257.0731,61.713,62.3574,2890,33.3946,21.2877,-0.66426572,2
5350152,9.9974,0,4.060098738,0,54.1491,67.8093,6.4704,1.044982804,0,6.8,40.6,3.5582,3.168394541,1,57.0371,18.053,0,8.9,0,-0.629913863,1,-0.368228927,2,160224.3504,16.3189,58.9759,4869,32.2,17.6236,-0.657215602,2
5350238.01,14.1891,1,4.017001569,0,57.9244,50.23,6.9039,1.063202617,0,6.5,48.1,2.0664,2.969613878,1,46.8122,15.0043,0,7,0,-0.142550406,2,-0.284278498,5,172286.4561,28.3214,43.7855,3459,37.8295,17.6403,-0.656732813,2
5350361.01,12.5157,1,4.043442372,0,48.5987,52.3472,5.5996,1.049153175,0,9.7,46,4.1382,2.889540294,0,51.6236,40.3256,1,12.5,0,0.396379921,3,-0.841856543,2,176638.7293,6.253,46.1033,6326,36.3714,18.727,-0.651816829,2
5350093,7.004,0,4.053282437,0,67.4406,67.829,7.675,1.054629886,0,4.8,38.2,3.2784,3.188320362,1,63.2595,24.5829,0,6.5,0,-0.014160161,3,0.971387656,5,153422.5192,45.3273,61.7214,6053,33.8659,19.1857,-0.649346088,2
5350116,8.3081,0,4.012079445,0,63.9583,68.1128,10.2736,1.076543082,0,4.7,41.5,4.3162,3.179180312,1,59.095,20.5982,0,14.8,0,0.070792659,3,0.849309104,4,133525.878,48.2775,59.5105,5015,34.7668,20.3834,-0.649317067,2
5350213.01,12.145,1,4.014569773,0,49.6037,51.7875,7.0685,1.034726661,0,5.9,45,3.0534,2.952280397,1,49.1147,23.3357,0,22,0,-0.095127812,2,-0.279017906,3,165963.9856,15.2559,44.691,2764,35.5053,14.8716,-0.640176885,2
5350195.01,9.2917,0,4.022473921,0,66.0392,55.0024,5.2015,1.05349649,0,7.2,41.6,2.8701,3.115297615,1,60.9536,23.5641,0,9.4,0,-0.143290909,2,-0.297820531,3,268011.2309,27.0077,59.4568,4753,28.4511,19.9152,-0.634893586,2
5350274.02,12.2901,1,4.049912727,0,63.8649,49.681,5.7962,1.054621713,0,8.7,47.2,7.1557,2.813190025,0,49.3924,48.0016,1,20.1,0,0.5748167,4,0.520753741,4,277978.932,31.2197,47.6256,5054,32.0557,18.8339,-0.632547703,2
5350132,8.2764,0,3.945112898,0,68.4447,48.2789,8.8567,1.136661984,0,9,40.3,5.1314,3.057954408,1,55.3896,28.5186,1,13.5,0,0.31982484,3,0.299029963,4,304319.3386,47.9714,56.106,5684,28.9416,19.1976,-0.626125954,2
5350181.01,11.5493,1,4.082337599,0,46.9976,65.4633,6.3897,1.047390085,0,7,41.6,1.7477,3.122334646,1,55.5851,33.5873,1,11.8,0,-0.235898025,2,0.096885586,3,126720.8167,21.2822,56.1878,4463,35.2897,21.9424,-0.620481523,2
5350128.04,6.6568,0,4.031878018,0,65.8414,67.6224,8.0734,1.069815358,0,7.6,41.1,8.4414,3.048739119,1,51.553,28.4614,1,11.3,0,0.38476595,3,2.403910978,5,109756.6011,57.3145,54.8708,5453,37.4408,18.5817,-0.620251333,2
5350079,8.518,0,4.009327499,0,57.0761,58.8885,7.0328,1.067032012,0,6.2,41,2.7482,3.076109108,1,56.7415,22.9895,0,5.8,0,-0.134762761,2,-0.132304652,3,167240.351,23.7653,60.1039,7747,28.3913,18.8149,-0.615251962,2
5350105,9.4198,0,4.028269434,0,55.8265,64.0193,8.6098,1.069920831,0,5.1,38.8,2.0971,3.178738527,1,58.3586,17.0847,0,9.9,0,-0.470686605,2,0.432587515,4,140779.665,35.882,60.5797,4665,31.6891,19.6001,-0.610879726,2
5350059,7.096,0,3.955228513,0,69.6374,66.0774,8.7651,1.096327856,0,9.7,36.3,6.3585,3.088800475,1,60.1498,25.1821,1,5.3,0,0.237653275,3,1.544842656,5,133343.8168,53.7515,59.0499,4392,32.7202,21.5618,-0.606708881,2
5350263.02,10.5725,0,4.001304519,0,58.1064,56.41,6.5071,1.036632019,0,4.6,49.8,15.9308,2.887520691,0,41.6525,31.8818,1,9.2,0,0.258280883,3,1.073739495,4,122025.5364,30.5942,46.982,4570,38.398,16.8949,-0.60633442,2
5350306.02,6.0385,0,4.007522156,0,68.7601,54.6404,4.4935,1.048053512,0,8.5,40.6,13.2989,2.844959956,0,49.6174,79.323,1,13.3,0,1.395928813,5,0.032690711,3,169772.7285,20.1126,49.5285,5436,32.569,14.084,-0.60263664,2
5350210.01,7.3714,0,3.933122351,0,43.2771,48.677,5.3106,1.0520976,0,5.6,38.1,5.9853,2.974700802,1,52.7479,34.5604,1,18,0,0.350059288,3,-0.0929779,5,149153.9947,15.332,52.199,3287,31.4404,14.5842,-0.596547111,2
5350339,12.8412,1,4.024751345,0,50.2931,57.8962,8.4207,1.061632786,0,7.4,45.6,3.3236,3.090249399,1,52.7812,16.6597,0,8,0,-0.339387422,2,0.427209902,4,170923.548,33.5213,52.8551,7221,32.6994,22.0799,-0.589112233,2
5350100,6.163,0,4.04958443,0,59.8855,66.8811,9.4399,1.071525053,0,8.1,39.5,6.0809,3.108396184,1,59.8152,28.4788,1,13.3,0,0.147734283,3,1.363742252,5,108226.1733,32.7808,63.1728,3392,33.9004,19.9616,-0.588114818,2
5350268,13.6223,1,3.980682019,0,56.8598,50.4052,7.6241,1.064057657,0,9.5,50,5.6593,2.796711813,0,47.4996,41.2729,1,11.4,0,0.433351224,3,0.314636985,2,154677.9992,24.2147,46.0571,6835,33.9371,19.1929,-0.569290102,2
5350269.02,16.0849,1,4.024032871,0,64.6486,57.0621,6.7294,1.020085028,0,6.9,44.3,2.9057,2.989194772,1,53.681,46.1452,1,9,0,0.659492133,4,-0.446010229,5,219109.7246,7.8307,47.4582,2659,32.0523,17.3339,-0.568545094,2
5350101,6.0034,0,4.07901814,0,63.0014,68.5129,7.9491,1.057307365,0,3.8,37.5,2.3313,3.128461595,1,62.5029,17.1053,0,5.1,0,-0.406668096,2,1.229911155,5,132468.4314,57.2655,60.9967,3268,33.5869,20.6547,-0.560191019,2
5350802.01,8.1834,0,3.962442963,0,43.1766,50.803,7.1901,1.048365692,0,7.4,43.5,3.6711,2.990364648,1,52.6963,55.6616,1,17.5,0,0.674046603,4,-0.92985456,1,161372.8897,7.2853,43.2043,3983,33.396,17.6928,-0.560113175,2
5350276.01,8.4472,0,3.97118788,0,59.7845,46.8127,6.7292,1.082569425,0,7.1,43.2,5.1248,2.957056317,1,53.7507,24.7758,0,14,0,0.162696834,3,0.183844614,4,252812.9403,34.5801,52.4224,6914,29.0221,17.6688,-0.556458825,2
5350307.04,3.0867,0,3.970951604,0,70.4341,71.3727,7.5864,1.07946502,0,10.2,37.6,16.6091,3.112910746,1,59.8699,74.3618,1,16.1,0,2.025029071,5,1.930717116,5,105342.4423,51.0357,55.054,8187,33.8634,17.037,-0.555827438,2
5350206.01,12.1281,1,3.956804316,0,39.4507,52.1963,10.4477,1.127170458,0,6.7,43.1,10.1502,3.077038948,1,54.495,24.3756,0,15.2,0,0.145475725,3,1.420701296,5,109733.9449,48.3844,55.9881,5005,34.339,22.4131,-0.555006232,2
5350298,6.6606,0,3.93985433,0,63.1874,44.0229,7.6167,1.125874634,0,7.6,39.5,5.3088,3.12996796,1,55.7131,26.2549,1,10,0,0.598811745,4,-0.210450105,4,306236.0918,49.6273,58.1012,4841,28.9626,18.5772,-0.552793578,2
5350034.01,4.891,0,3.933321826,0,74.2929,73.0984,10.3096,1.126204618,0,8.9,31.3,14.1395,3.182118988,1,56.5643,48.8593,1,21.9,0,1.226086921,4,2.922422871,5,120362.3327,54.6577,55.817,6224,36.2652,18.473,-0.550046631,2
5350273.01,12.2958,1,4.023678122,0,66.278,45.8875,4.0256,1.053994945,0,8.8,44.8,10.7254,2.927570535,1,47.0759,50.4238,1,27.5,0,0.572848058,4,-0.531344611,3,408313.1967,17.6597,44.825,4601,31.5246,16.9706,-0.549849757,2
5350221.01,11.3763,1,3.999748226,0,54.0875,51.1006,8.422,1.056385438,0,8.2,53.1,2.0728,2.843493596,0,43.9366,17.1077,0,21.3,0,-0.255235882,2,0.235580275,4,174834.538,18.2505,46.7925,6576,38.9977,18.4003,-0.542429515,2
5350375.02,14.116,1,3.948413773,0,58.8071,43.4043,7.4412,1.104591155,0,8.6,47.7,7.0698,2.850735146,0,46.6573,57.0902,1,19,0,0.54182398,4,-0.486762953,5,145330.1408,26.8164,48.5976,2172,32.1235,16.9665,-0.541768809,2
5350071,12.1704,1,4.017041174,0,64.6734,64.2242,11.8968,1.069512917,0,5.6,42.8,1.9866,3.149139328,1,56.1144,20.6416,0,10.4,0,-0.548997503,1,0.137246526,3,192506.4699,41.3287,58.462,3585,30.5783,22.9691,-0.529192015,2
5350182,9.8547,0,4.050922823,0,50.3371,64.01,6.5182,1.03775795,0,7.4,41.9,2.1889,3.099005968,1,54.6241,34.2992,1,9.2,0,-0.302501508,2,-0.243624431,3,141263.843,17.1952,56.602,5729,32.8426,18.9166,-0.526703911,2
5350084,9.7091,0,4.041183291,0,64.0183,64.9885,8.1473,1.042511504,0,8,41.5,2.0505,3.151094472,1,59.2657,19.7707,0,7.9,0,-0.303357421,2,0.169049713,4,173661.9624,36.5838,60.5378,3925,31.1243,20.237,-0.521950346,2
5350299.01,5.9863,0,4.006192885,0,62.6862,52.808,5.9715,1.080040853,0,9.3,40.5,7.5367,3.022099129,1,54.4465,40.0375,1,9.4,0,0.687073644,4,0.049154985,3,218331.6115,31.9237,56.5197,6926,30.2982,17.0795,-0.514426952,2
5350334,9.4401,0,4.028817891,0,47.1442,51.1206,6.0139,1.057369488,0,7.9,46.1,5.2048,2.972858338,1,56.4968,20.7825,0,10.2,0,-0.084183497,2,-0.402282562,2,182014.592,10.8604,53.8155,3936,28.5444,18.5668,-0.509277686,2
5350082,8.2609,0,3.935945748,0,55.0898,62.6863,8.0425,1.091915344,0,6.5,39.5,2.8772,3.114220768,1,57.3267,26.5549,1,15.6,0,0.011973866,3,-0.101014036,3,162997.9621,30.4472,57.9514,2862,30.577,18.01,-0.504429376,2
5350102.03,6.3322,0,4.003814089,0,61.8809,67.1727,7.3799,1.085244314,0,9.1,36.8,10.2211,3.15482296,1,58.8087,23.2707,0,10.3,0,0.542720562,4,2.423513193,5,94708.3136,84.5604,58.7564,4207,39.7595,18.2422,-0.496976534,2
5350233,11.7815,1,4.056917655,0,56.2326,53.4453,7.3659,1.069918494,0,6.3,43.8,5.8389,2.970595273,1,51.928,23.5854,0,10.3,0,0.196903555,3,-0.426452924,1,188224.0144,23.8316,48.8137,6097,35.2582,18.1539,-0.496606537,2
5350047.04,9.457,0,4.028057536,0,56.26,66.8398,8.3229,1.070131205,0,3.9,39.3,2.4191,3.103915904,1,55.4194,22.0454,0,12.1,0,-0.337864271,2,0.349358397,4,142082.1272,44.2244,59.3048,2953,31.0305,20.7914,-0.494508429,2
5350068,10.8171,1,4.067998681,0,62.4829,65.0343,11.5253,1.05866934,0,7.9,48,1.8265,3.0285709,1,57.2611,20.3856,0,8.2,0,-0.475262398,2,1.090773192,5,176072.0829,50.1222,56.0397,2438,33.2447,21.6276,-0.492143717,2
5350301.04,0.9766,0,3.924753597,0,60.4928,62.8917,7.4354,1.121925498,0,9,33.3,29.4757,2.973249084,1,60.7626,83.267,1,17.4,0,2.788812649,5,2.041673115,5,90826.2853,60.0468,63.2786,9048,30.6239,12.1455,-0.48326722,2
5350235.01,10.9592,1,3.966925879,0,40.0124,49.7012,7.5569,1.037397064,0,7.7,45,2.2766,2.931281566,1,46.9327,24.227,0,13.5,0,0.062638481,3,-0.639594279,2,138407.9971,8.4066,42.8836,2943,33.9215,19.1884,-0.481421025,2
5350021,9.5269,0,4.102783049,0,58.9525,67.8428,8.3292,1.039142657,0,8.8,44.5,2.4602,3.103378916,1,57.8103,16.2597,0,3.4,0,-0.531160622,1,1.335896996,5,169933.734,57.5448,59.1271,5406,31.9068,23.0164,-0.48045625,2
5350273.02,12.6036,1,4.059879561,0,69.9833,48.253,5.5702,1.061674652,0,12.2,46.7,12.5632,2.754141497,0,46.9524,56.377,1,28.3,0,0.875813649,4,-0.023470915,2,232478.0065,28.4179,46.2727,4775,31.7982,15.4452,-0.478316835,2
5350361.02,8.9877,0,4.013178679,0,48.6609,50.9622,6.1034,1.044126486,0,8.6,41.8,5.9475,2.903277402,1,51.5368,53.6852,1,6.6,0,0.360976469,3,-0.926747919,1,160147.3422,6.5118,47.7097,8222,35.0912,18.4748,-0.467835749,2
5350183.02,9.9609,0,4.066806544,0,55.5509,65.6696,6.7101,1.04249846,0,7.6,41,1.747,3.140216964,1,56.9482,29.5522,1,12.7,0,-0.361325569,2,-0.213863722,3,144968.5064,16.6667,60.2266,4064,31.9481,18.1592,-0.465804334,2
5350062.01,7.6253,0,3.931556854,0,81.938,65.6671,8.6878,1.103147852,0,15.3,32.7,11.8368,2.984173058,1,54.072,54.2836,1,16.1,0,1.058710508,4,3.120926063,5,99372.7665,80.1715,55.1831,6700,34.7557,18.2499,-0.463652997,2
5350136.01,6.2231,0,4.004724279,0,60.1488,67.9676,9.3328,1.091985189,0,8.4,37.9,12.923,3.164934987,1,56.2581,36.2293,1,16.6,0,1.324239136,5,2.788144388,5,95123.7155,82.6522,56.2338,7712,40.9188,17.7126,-0.45149273,2
5350165,9.7731,0,3.936429908,0,64.4181,61.4789,10.0082,1.105649435,0,7.4,38.4,2.7421,3.037514394,1,56.6953,26.8373,1,14.3,0,-0.049824784,2,0.730521183,4,134554.7835,54.3129,59.4889,4531,30.0202,21.7007,-0.449638247,2
5350324.03,8.6792,0,3.876288108,1,59.7257,48.252,8.3962,1.070815424,0,7.4,61.5,4.2857,2.727062134,0,42.6139,64.4734,1,19.8,0,0.974912164,4,0.431320479,3,124953.4388,26.41,47.4497,4149,36.9555,12.6742,-0.448475427,2
5350043,7.4209,0,4.033250979,0,52.4337,62.1909,7.8885,1.083274225,0,6.6,38.4,6.2529,3.140772169,1,61.6893,23.0284,0,7.2,0,-0.052179628,2,1.186602915,5,134489.0373,49.4161,61.5988,4438,33.0002,18.7774,-0.444004952,2
5350219,12.0248,1,4.073051546,0,56.7502,54.4416,6.3692,1.029049223,0,7.4,44.1,2.8894,2.971020856,1,51.5506,18.2744,0,10.1,0,-0.005348235,3,-0.452106054,2,176626.5619,17.661,48.6516,4613,35.2409,17.9076,-0.439191518,2
5350187,10.1711,0,4.039976401,0,45.2286,56.1481,6.8478,1.050166209,0,2.8,44.3,2.8011,3.030875172,1,53.3298,24.8459,0,24.2,0,-0.266910554,2,-0.406180683,2,159951.7274,21.2428,53.9874,3570,31.5667,18.4413,-0.432323442,2
5350212,11.5656,1,3.952374691,0,33.5138,51.2039,9.2263,1.089197838,0,7.2,42.2,4.4111,3.022830502,1,50.7377,21.1557,0,15.1,0,-0.122739483,2,-0.272440326,3,134067.4841,22.7773,50.0022,6282,33.7183,19.4413,-0.423496577,2
5350069,8.8898,0,4.065494456,0,62.5,69.335,12.0906,1.057747208,0,5.4,40.9,1.6828,3.105029563,1,57.7256,34.679,1,14.9,0,-0.371350112,2,-0.065380735,3,195927.7619,26.7219,59.5673,5078,31.6854,22.4313,-0.421743489,2
5350099,8.8093,0,4.005707851,0,61.522,66.2865,10.3158,1.090407211,0,9.1,38,5.8748,3.091077212,1,57.1009,34.6875,1,25.6,0,0.244908506,3,1.443119065,5,116839.9758,65.3482,60.4378,7089,33.4874,20.4469,-0.421262403,2
5350323.02,15.0503,1,4.026675738,0,65.9794,47.9393,5.3134,1.025405304,0,8.6,57.3,10.7974,2.716730719,0,42.4024,60.9598,1,18.2,0,0.752390058,4,0.200913896,5,156843.5821,36.0855,41.2669,5876,37.8153,13.5181,-0.416273137,2
5350310.01,10.0632,0,3.991077777,0,55.7601,49.0418,6.6827,1.067239344,0,7.4,43.2,4.6879,2.965381176,1,51.5766,19.5207,0,9.9,0,0.292949029,3,-0.287502711,5,166997.628,13.6508,48.3367,3714,32.1684,17.0349,-0.410652575,2
5350065.01,7.4754,0,3.831329709,1,55.5556,61.589,13.6693,1.178845075,1,9.7,35.6,13.3767,2.944240798,1,49.6577,63.3392,1,19.4,0,2.579717291,5,2.865922622,5,70969.3611,100,58.9417,2845,33.0964,22.7786,-0.41039386,2
5350307.06,1.9751,0,3.957615933,0,73.4919,59.9702,7.5616,1.151890946,1,5.8,38.7,10.3065,3.010296841,1,56.7981,84.8155,1,28,0,1.952608401,5,1.470564836,5,91178.3476,38.4845,57.333,5690,32.5486,18.219,-0.397812175,2
5350056,7.2777,0,4.039433605,0,56.9834,62.9668,7.2739,1.060655543,0,8.3,36.2,3.7407,3.181296867,1,64.2923,22.0853,0,8.5,0,-0.275253644,2,1.063617928,5,140582.6317,53.1308,62.4643,5112,33.2151,20.0995,-0.39289691,2
5350215,10.3005,0,3.988861326,0,46.0401,54.686,8.2862,1.061935954,0,4,42.5,6.3856,3.046609362,1,51.6327,27.3594,1,13.4,0,0.049344231,3,0.173861883,5,132942.8411,19.9278,51.7251,7449,35.5675,17.1677,-0.391396743,2
5350188,11.7785,1,4.0064706,0,44.0724,55.7404,6.8555,1.049217745,0,7.1,45.4,2.2782,3.016052253,1,54.2452,24.3113,0,6.1,0,-0.43292082,2,-0.172526704,3,143829.8123,21.7553,52.1613,2069,32.7428,20.0316,-0.386877181,2
5350297.02,6.5281,0,3.914600899,0,53.7437,53.1016,7.8612,1.086191218,0,9,40.8,8.7436,3.001288453,1,51.8753,28.9524,1,16.4,0,0.55742145,4,0.307682091,5,142017.7565,39.2707,51.3781,7274,31.9662,17.5894,-0.377244591,3
5350308.02,9.156,0,3.958946592,0,59.5728,49.7155,7.1368,1.046900484,0,9.9,45.5,6.533,2.876253365,0,47.8007,35.4055,1,10.6,0,0.613944247,4,-0.079453482,4,151423.6532,22.0519,47.2949,4649,34.0406,13.1892,-0.372589975,3
5350241,10.6157,0,3.932305014,0,42.6934,49.6141,7.4451,1.058659681,0,6.6,49.2,6.9388,2.867005585,0,49.0432,18.3319,0,15.2,0,-0.210702522,2,-0.440174886,5,177470.6457,6.1874,43.3287,3573,33.7893,16.0117,-0.368486069,3
5350322.01,5.6589,0,3.88268079,1,66.1027,74.4406,9.7136,1.15414629,1,11.1,36,12.5364,3.138182168,1,58.9241,85.5728,1,19.2,0,2.433834275,5,2.049578575,4,78056.4486,43.6772,58.0798,5150,32.8177,20.1919,-0.366214637,3
5350222.01,9.3054,0,3.983946229,0,45.7967,56.0738,7.301,1.091995546,0,10.8,38.9,10.6027,2.928277978,1,50.3322,38.7168,1,8.9,0,0.573134901,4,0.411630388,5,137107.2292,26.1977,48.0784,7715,39.2338,15.3264,-0.352732878,3
5350201,7.8203,0,3.928932714,0,50.6426,57.8773,9.2601,1.104840146,0,6.3,40.2,6.3652,3.140569297,1,55.348,34.7383,1,16.6,0,0.380783182,3,1.480391542,5,106991.0326,56.6926,57.9915,5789,35.1139,19.398,-0.349386558,3
5350034.02,7.8822,0,3.895771472,0,63.001,66.2281,11.1611,1.145932751,1,10.9,35.9,13.9776,3.143477445,1,54.8071,45.6067,1,12,0,1.360404277,5,3.084615868,5,88487.928,65.5056,55.0633,7170,36.0059,20.9628,-0.346801112,3
5350080.01,9.4556,0,3.935926125,0,49.4061,62.8302,10.6597,1.099313692,0,5.7,39.9,4.1678,3.15561069,1,56.017,26.69,1,11,0,0.069003554,3,0.59539965,4,121413.4969,38.1226,58.6233,3713,31.7626,21.8006,-0.345447861,3
5350085,9.7914,0,4.05888878,0,62.6443,63.4872,9.8298,1.056751696,0,5.9,40.3,2.88,3.145315814,1,58.4929,24.1537,0,14,0,-0.183379694,2,1.398649561,5,151656.0135,65.1748,59.3605,4165,34.0032,21.1894,-0.336800884,3
5350368.01,5.4836,0,3.859432543,1,51.2081,59.78,10.6287,1.168081832,1,10.2,34.1,12.8075,2.832694947,0,52.6899,88.1362,1,15.8,0,2.030308129,5,1.922173933,2,74474.6321,38.4465,63.3293,7898,27.972,20.6969,-0.335096559,3
5350113,8.4112,0,3.923894094,0,53.2855,62.219,9.636,1.106735765,0,10.6,37.6,2.811,3.139069368,1,61.4257,26.3986,1,5.5,0,-0.102669166,2,0.708498793,4,139413.3715,57.367,60.9356,2860,34.7661,20.0549,-0.319963612,3
5350330,15.0325,1,4.015333436,0,46.3196,52.6003,6.8169,1.037378896,0,8.1,51,2.2618,2.972638365,1,49.3688,24.2921,0,12.8,0,-0.176541003,2,-0.101800285,3,144227.3284,25.8737,45.4528,4450,36.3033,18.6508,-0.318416468,3
5350183.01,8.5485,0,3.954176818,0,46.7836,59.5384,5.5652,1.044313032,0,4.6,42,1.829,3.039887078,1,56.3728,28.0832,1,13,0,-0.223520378,2,-0.224030951,3,135388.3607,21.5534,55.7601,2692,33.107,16.9508,-0.316325064,3
5350081,10.4789,0,3.945647115,0,53.0135,62.6503,9.2403,1.076757198,0,5.2,40.2,2.2054,3.129623975,1,55.8866,22.9492,0,6.6,0,-0.201935747,2,-0.013321978,3,130217.7033,25.476,57.5711,2950,29.9408,20.6899,-0.314530161,3
5350057,7.2521,0,4.054601685,0,65.8305,63.7295,7.6254,1.072273143,0,10,35.4,3.9748,3.159219113,1,63.2898,23.5864,0,8.4,0,0.048759466,3,1.758849904,5,123930.2159,61.8078,59.9952,2582,36.7695,20.0703,-0.310151872,3
5350048,9.0301,0,4.022831536,0,59.5477,66.6692,9.8556,1.080699572,0,7.1,38.4,2.5192,3.201502301,1,58.1092,18.1597,0,15.7,0,-0.412693828,2,0.776207716,4,137181.3584,59.19,60.4717,3695,34.7759,20.2487,-0.30656879,3
5350041,5.5739,0,4.012326123,0,56.5217,64.8527,7.2625,1.084056864,0,6.1,37.3,6.8876,3.09552253,1,62.4186,35.3763,1,22.1,0,0.094814969,3,1.105891484,5,140755.5254,44.9907,60.2236,3867,31.2646,18.6925,-0.302070656,3
5350236.02,11.6313,1,4.016025106,0,46.8373,48.5047,8.7786,1.053112828,0,8.2,47.8,6.2628,2.929616277,1,43.5822,30.7872,1,14,0,0.078063321,3,-0.255428103,4,132023.169,15.3942,41.899,6415,35.4153,18.4869,-0.286080883,3
5350225.01,11.1675,1,3.989551184,0,55.5076,55.7197,9.9716,1.09153167,0,7.6,47.5,9.6573,2.975869258,1,49.9197,32.9684,1,12.9,0,0.319662521,3,1.147358332,1,133217.3791,47.1062,50.0809,5663,38.713,19.6601,-0.283288256,3
5350301.03,1.3217,0,3.9226022,0,62.9529,58.6423,6.3387,1.131542911,0,15.3,32.1,27.3953,2.906241668,1,62.8924,84.2369,1,19.1,0,3.01254376,5,1.853406309,4,72350,61.6175,65.9547,9795,27.3321,13.4074,-0.282441041,3
5350305.03,7.6164,0,3.972869749,0,63.7154,58.3956,8.0626,1.124172002,0,9,41.7,11.6535,2.98121616,1,52.1137,62.5526,1,37.1,1,1.47488231,5,1.351759392,2,136871.0924,55.9783,51.2437,5469,32.3626,19.0537,-0.278287408,3
5350307.07,4.8657,0,3.92792706,0,63.9398,54.2459,6.2678,1.086301632,0,10.7,39.4,14.9939,2.847737593,0,53.3528,74.9898,1,31.5,1,1.686598933,5,0.562895682,5,128004.6076,42.2353,57.4384,7369,28.5267,14.019,-0.275145777,3
5350307.03,4.582,0,3.78378908,1,65.6845,60.5415,9.9171,1.266966157,1,13.5,39.5,14.2909,3.163874487,1,58.2434,84.329,1,25.8,0,2.202789074,5,1.740475725,3,84290.7583,41.5493,64.7258,5507,30.6163,18.5276,-0.270093741,3
5350220,13.2836,1,3.985451565,0,48.058,46.2119,9.3018,1.104705535,0,5.1,46.1,3.9735,2.923058393,1,46.9511,11.0828,0,7.2,0,0.023904723,3,0.177309219,2,142379.2764,39.6424,45.874,4322,34.7338,21.5691,-0.269420363,3
